,Unnamed: 0,tweet_id,retweeter_id,retweeter_location
5740,5740,1443001944658755597,74118424,United States
5741,5741,1443001944658755597,1431648658336911362,Spain
5742,5742,1443001944658755597,1213240783483981824,United States
5743,5743,1443001944658755597,1341899592028315653,Brazil
5744,5744,1443001944658755597,771284286989217796,None
5745,5745,1443001944658755597,1223307253236817922,United States
5746,5746,1443001944658755597,1420670911636807682,Spain
5747,5747,1443001944658755597,407465636,United States
5748,5748,1443001944658755597,1443108275168288769,Bangladesh
5750,5750,1443001944658755597,3094232313,None
5755,5755,1443001944658755597,21941227,United States
5756,5756,1443001944658755597,1435936675415400455,Spain
5757,5757,1443001944658755597,1435986245377839117,Spain
5758,5758,1443001944658755597,1417239124273205252,Spain
5759,5759,1443001944658755597,1182258156170293249,Saudi Arabia
5761,5761,1443001944658755597,1441397470282403846,Australia
5762,5762,1443001944658755597,2897748295,India
5763,5763,1443001944658755597,1193873604674494466,Brazil
5766,5766,1443001944658755597,1442871566514065409,None
5767,5767,1443001944658755597,1420650886733484035,Brazil
5769,5769,1443001944658755597,1380567969315627010,Germany
5770,5770,1443001944658755597,2764734881,None
5771,5771,1443001944658755597,1439182196296667138,India
5773,5773,1443001944658755597,14177696,None
5774,5774,1443001944658755597,17953935,Mali
5776,5776,1443001944658755597,1417106674679123976,Pakistan
5779,5779,1443001944658755597,2279162833,United States
5783,5783,1443001944658755597,1264624788804427778,India
5785,5785,1443001944658755597,1150348362048143360,India
5787,5787,1443001944658755597,1689900517,United States
5789,5789,1443001944658755597,3333239819,United States
5790,5790,1443001944658755597,137405952,None
5791,5791,1443001944658755597,1938562249,Uganda
5792,5792,1443001944658755597,4109645658,Nepal
5793,5793,1443001944658755597,811110290766983168,India
5795,5795,1443001944658755597,842236339529572353,None
5799,5799,1443001944658755597,1321554108214554632,Turkey
5802,5802,1442973036081139714,1240695640037842944,India
5804,5804,1442973036081139714,2955578942,India
5805,5805,1442973036081139714,1452136940497616898,India
5806,5806,1442973036081139714,1305790360845778944,India
5807,5807,1442973036081139714,2341453238,United States
5808,5808,1442973036081139714,1114722603057537024,India
5812,5812,1442973036081139714,1033731454642122752,United States
5816,5816,1442973036081139714,803609114131787778,India
5820,5820,1442973036081139714,1446276141476614144,Benin
5821,5821,1442973036081139714,1336708809570455558,India
5822,5822,1442973036081139714,753091263000346624,India
5824,5824,1442973036081139714,1120951834875707393,Pakistan
5825,5825,1442973036081139714,1445283797629476864,India
5827,5827,1442973036081139714,1415681495914536961,India
5828,5828,1442973036081139714,704764016,South Africa
5829,5829,1442973036081139714,964091451075276800,India
5831,5831,1442973036081139714,1440906336477192194,None
5833,5833,1442973036081139714,751694654,None
5835,5835,1442973036081139714,1439822280255623171,India
5836,5836,1442973036081139714,2763753765,India
5838,5838,1442973036081139714,126847449,India
5839,5839,1442973036081139714,1205842090321731584,Ghana
5840,5840,1442973036081139714,1149366489645850624,India
5842,5842,1442973036081139714,918096933838733312,India
5845,5845,1442973036081139714,1227216819682832386,India
5846,5846,1442973036081139714,89655125,India
5847,5847,1442973036081139714,139060124,India
5850,5850,1442973036081139714,1110231629027401729,India
5851,5851,1442973036081139714,1050538003733590017,None
5855,5855,1442973036081139714,291724298,India
5857,5857,1442973036081139714,1596045211,India
5859,5859,1442973036081139714,1356329172222664706,India
5861,5861,1442973036081139714,1245566311662358528,India
5862,5862,1442973036081139714,115867136,India
5863,5863,1442973036081139714,4389290653,India
5864,5864,1442973036081139714,912248916879351808,India
5865,5865,1442973036081139714,1250044916350107651,India
5867,5867,1442973036081139714,1562454704,Saudi Arabia
5869,5869,1442973036081139714,4555464613,India
5872,5872,1442973036081139714,970058089427763200,India
5873,5873,1442973036081139714,966220364954169345,India
5874,5874,1442973036081139714,906954977603547136,India
5876,5876,1442973036081139714,1393053929697546240,India
5877,5877,1442973036081139714,1054996399148929024,India
5878,5878,1442973036081139714,1302139916902567936,India
5879,5879,1442973036081139714,818515304879779840,India
5880,5880,1442973036081139714,1242818819686461440,India
5881,5881,1442973036081139714,4325261772,India
5883,5883,1442973036081139714,1287022180786528257,India
5884,5884,1442973036081139714,1295330189711351809,India
5885,5885,1442973036081139714,4088567898,None
5886,5886,1442973036081139714,1212025017661181952,India
5887,5887,1442973036081139714,59795623,India
5888,5888,1442973036081139714,895637064112263168,India
5889,5889,1442973036081139714,1428081382891286531,India
5890,5890,1442973036081139714,1175357820524363776,India
5891,5891,1442973036081139714,789167875391053824,None
5892,5892,1442517577394098177,1331539441974996992,None
5893,5893,1442517577394098177,1008142207315075072,Cameroon
5894,5894,1442517577394098177,999118692578463744,Senegal
5895,5895,1442517577394098177,1205842090321731584,Ghana
5904,5904,1442517577394098177,1067842062643544067,Nepal
5905,5905,1442517577394098177,1120951834875707393,Pakistan
5908,5908,1442517577394098177,1445371174444310533,None
5910,5910,1442517577394098177,1265421135874715649,None
5911,5911,1442517577394098177,193072080,United States
5912,5912,1442517577394098177,3036891512,India
5913,5913,1442517577394098177,18605029,United States
5914,5914,1442517577394098177,1442580373678874632,Chile
5918,5918,1442517577394098177,1438904483002687492,None
5919,5919,1442517577394098177,826174927619264512,None
5925,5925,1442517577394098177,148405713,India
5927,5927,1442517577394098177,888184057,None
5928,5928,1442517577394098177,1404252926240034820,Brazil
5929,5929,1442517577394098177,564790115,United States
5930,5930,1442517577394098177,1252895526879744000,None
5931,5931,1442517577394098177,1430923712048640002,United States
5934,5934,1442517577394098177,1431648658336911362,Spain
5935,5935,1442517577394098177,1341899592028315653,Brazil
5936,5936,1442517577394098177,842814927379333120,None
5937,5937,1442517577394098177,840405578090446848,None
5938,5938,1442517577394098177,241400860,None
5939,5939,1442517577394098177,906825517759737857,India
5940,5940,1442517577394098177,1155837084298440707,India
5941,5941,1442517577394098177,1420670911636807682,Spain
5945,5945,1442517577394098177,2172035822,India
5947,5947,1442517577394098177,1435936675415400455,Spain
5948,5948,1442517577394098177,1018664842448789505,United States
5949,5949,1442517577394098177,1435986245377839117,Spain
5950,5950,1442517577394098177,1417239124273205252,Spain
5951,5951,1442517577394098177,1139106079793647616,India
5952,5952,1442517577394098177,1442871566514065409,None
5953,5953,1442517577394098177,1420650886733484035,Brazil
5954,5954,1442517577394098177,1443062045306343430,None
5955,5955,1442517577394098177,1265152985556017153,India
5956,5956,1442517577394098177,2764734881,None
5957,5957,1442517577394098177,200030337,India
5958,5958,1442517577394098177,740773465062572032,India
5959,5959,1442517577394098177,38105260,Australia
5961,5961,1442517577394098177,122639412,India
5963,5963,1442517577394098177,119430581,Japan
5964,5964,1442517577394098177,113410319,None
5965,5965,1442517577394098177,3346023977,France
5966,5966,1442517577394098177,1413513128600604672,United States
5967,5967,1442517577394098177,141594918,Japan
5968,5968,1442517577394098177,452750224,None
5970,5970,1442517577394098177,851822555077935104,India
5974,5974,1442517577394098177,494769472,United States
5976,5976,1442517577394098177,1407068350522413078,United States
5978,5978,1442517577394098177,222285292,United States
5979,5979,1442517577394098177,1217175475648266241,India
5980,5980,1442517577394098177,2999201017,India
5981,5981,1442517577394098177,1191728844098736128,None
5982,5982,1442517577394098177,271830513,Kenya
5983,5983,1441518443895820293,1204487503505481740,United States
5984,5984,1441518443895820293,1117209859,India
5985,5985,1441518443895820293,322225068,India
5986,5986,1441518443895820293,1305790360845778944,India
5988,5988,1441518443895820293,1417106674679123976,Pakistan
5994,5994,1441518443895820293,1445302089756803072,Japan
5996,5996,1441518443895820293,144500398,India
5997,5997,1441518443895820293,1120951834875707393,Pakistan
6000,6000,1441518443895820293,1442580373678874632,Chile
6008,6008,1441518443895820293,1312802051265622018,India
6011,6011,1441518443895820293,2798261064,None
6012,6012,1441518443895820293,1241730451032510465,India
6013,6013,1441518443895820293,1252895526879744000,None
6014,6014,1441518443895820293,1430923712048640002,United States
6015,6015,1441518443895820293,1292091306471112704,India
6019,6019,1441518443895820293,1086968743442505728,India
6020,6020,1441518443895820293,1120254295750823936,India
6021,6021,1441518443895820293,1256179653850460160,None
6022,6022,1441518443895820293,906149392079396864,India
6024,6024,1441518443895820293,1159726747882967040,India
6025,6025,1441518443895820293,1647983341,India
6026,6026,1441518443895820293,981420994983268353,None
6027,6027,1441518443895820293,77165255,India
6028,6028,1441518443895820293,746269554783854592,India
6029,6029,1441518443895820293,860077407914655744,India
6031,6031,1441518443895820293,717298029632421888,None
6032,6032,1441518443895820293,100417456,India
6033,6033,1441518443895820293,1340198588865900546,India
6034,6034,1441518443895820293,932026201,None
6035,6035,1441518443895820293,1182997477533700096,India
6037,6037,1441518443895820293,799436995168731136,India
6038,6038,1441518443895820293,1034266295850561536,India
6039,6039,1441518443895820293,155640453,India
6040,6040,1441518443895820293,110094500,India
6042,6042,1441518443895820293,1382894624818155520,India
6043,6043,1441518443895820293,1215465438416474112,India
6044,6044,1441518443895820293,1248065561583439873,India
6045,6045,1441518443895820293,1856630551,India
6047,6047,1441518443895820293,1071178291090907136,India
6048,6048,1441518443895820293,1442666346316058626,India
6049,6049,1441518443895820293,1362689912282079235,None
6050,6050,1441518443895820293,195044437,None
6052,6052,1441518443895820293,718220096590725124,India
6053,6053,1441518443895820293,1353662605,India
6054,6054,1441518443895820293,87882279,India
6055,6055,1441518443895820293,260747755,India
6056,6056,1441518443895820293,3873391996,India
6057,6057,1441518443895820293,65927975,None
6058,6058,1441518443895820293,2596143056,None
6059,6059,1441518443895820293,2439782180,India
6061,6061,1441518443895820293,1241324939031883780,None
6062,6062,1441518443895820293,373330722,India
6063,6063,1441518443895820293,1349415396193968128,United States
6064,6064,1441518443895820293,1238024785990266880,India
6066,6066,1441518443895820293,1251909040629846017,India
6067,6067,1441518443895820293,952014007891779585,India
6068,6068,1441518443895820293,1153695631329787904,India
6074,6074,1441518443895820293,1161876714219114496,India
6075,6075,1441518443895820293,1036680836270022660,India
6076,6076,1441518443895820293,1356258271313580032,None
6077,6077,1441518440305487878,1319372627694260226,Romania
6079,6079,1441518440305487878,878436963178602497,Singapore
6080,6080,1441518440305487878,1331539441974996992,None
6081,6081,1441518440305487878,1411599074537742337,India
6082,6082,1441518440305487878,1305790360845778944,India
6083,6083,1441518440305487878,1445063891713552384,France
6084,6084,1441518440305487878,974731875372675072,None
6087,6087,1441518440305487878,1247239520841428994,None
6092,6092,1441518440305487878,1217247784644071424,United States
6096,6096,1441518440305487878,1067842062643544067,Nepal
6097,6097,1441518440305487878,1205842090321731584,Ghana
6099,6099,1441518440305487878,1120951834875707393,Pakistan
6100,6100,1441518440305487878,3273684715,India
6101,6101,1441518440305487878,1429638991754801152,None
6102,6102,1441518440305487878,1414610175336407040,India
6104,6104,1441518440305487878,1442580373678874632,Chile
6106,6106,1441518440305487878,1162492967787159552,United Kingdom
6107,6107,1441518440305487878,2285955106,None
6109,6109,1441518440305487878,1031803852192808960,Cameroon
6112,6112,1441518440305487878,1440454416218296337,United States
6113,6113,1441518440305487878,1252895526879744000,None
6114,6114,1441518440305487878,138758024,United States
6115,6115,1441518440305487878,957492806074929153,India
6118,6118,1441518440305487878,1100720220832882688,India
6119,6119,1441518440305487878,1443249440744042497,Bangladesh
6120,6120,1441518440305487878,446253988,India
6121,6121,1441518440305487878,1382894624818155520,India
6122,6122,1441518440305487878,1241324939031883780,None
6123,6123,1441518440305487878,373330722,India
6124,6124,1441518440305487878,456510118,India
6125,6125,1441518440305487878,458204427,None
6126,6126,1441518440305487878,2681133998,None
6128,6128,1441518440305487878,1036680836270022660,India
6129,6129,1441518440305487878,1356258271313580032,None
6130,6130,1441518440305487878,4458345454,India
6133,6133,1441518440305487878,1442871566514065409,None
6134,6134,1441518440305487878,755706257932062720,None
6135,6135,1441518440305487878,916908444648480770,India
6136,6136,1441518440305487878,418381563,Philippines
6137,6137,1441518440305487878,4904263613,None
6138,6138,1441518440305487878,1347597951007404033,Ghana
6139,6139,1441518440305487878,827785408356315138,United States
6140,6140,1441518440305487878,1605105937,None
6141,6141,1441518440305487878,980766208587902976,Kenya
6143,6143,1441518440305487878,1407068350522413078,United States
6144,6144,1441518440305487878,1384387305423597569,India
6145,6145,1441518440305487878,2999201017,India
6147,6147,1441518440305487878,1254241262,None
6148,6148,1441518440305487878,1441280210284867585,India
6150,6150,1441518440305487878,695375397114896384,Ghana
6151,6151,1441518440305487878,920852063675805696,None
6153,6153,1441518440305487878,2802698166,None
6155,6155,1441518440305487878,2629679337,Mexico
6160,6160,1441518440305487878,1070694686044565505,Bangladesh
6161,6161,1441518440305487878,148405713,India
6164,6164,1441518440305487878,1347709190182113280,United States
6165,6165,1441518440305487878,3119602786,Cyprus
6167,6167,1441191677465481222,3264920857,United States
6168,6168,1441191677465481222,1305790360845778944,India
6177,6177,1441191677465481222,1446276141476614144,Benin
6178,6178,1441191677465481222,1067842062643544067,Nepal
6180,6180,1441191677465481222,1120951834875707393,Pakistan
6183,6183,1441191677465481222,75271958,India
6187,6187,1441191677465481222,1252895526879744000,None
6188,6188,1441191677465481222,1430923712048640002,United States
6193,6193,1441191677465481222,15014405,None
6194,6194,1441191677465481222,1165981055683301378,India
6196,6196,1441191677465481222,827785408356315138,United States
6197,6197,1441191677465481222,957504908734836736,United States
6198,6198,1441191677465481222,57603137,India
6200,6200,1441191677465481222,38105260,Australia
6201,6201,1441191677465481222,695375397114896384,Ghana
6203,6203,1441191677465481222,2802698166,None
6205,6205,1441191677465481222,774255539463163905,None
6206,6206,1441191677465481222,148405713,India
6207,6207,1441191677465481222,2514476635,Switzerland
6208,6208,1441191677465481222,1412546425485885442,None
6212,6212,1441191677465481222,1436099438435610625,None
6216,6216,1441191677465481222,3094232313,None
6217,6217,1441191677465481222,1282002584031682568,India
6218,6218,1441191677465481222,1318765585287827457,None
6220,6220,1441191677465481222,2348683531,Peru
6221,6221,1441191677465481222,387582927,Japan
6222,6222,1441191677465481222,1183704305666265095,France
6224,6224,1441191677465481222,109632066,None
6225,6225,1441191677465481222,771284286989217796,None
6227,6227,1441191677465481222,1343981816173240323,Malawi
6228,6228,1441191677465481222,1258092933934460928,South Africa
6231,6231,1441191677465481222,2320005890,Japan
6232,6232,1441191677465481222,1362125810539266048,United States
6234,6234,1441191677465481222,918096933838733312,India
6235,6235,1441191677465481222,779314499174166529,United States
6236,6236,1441191677465481222,1205842090321731584,Ghana
6239,6239,1441191677465481222,1417106674679123976,Pakistan
6241,6241,1441191677465481222,2897748295,India
6242,6242,1441191677465481222,1315246177231802371,Armenia
6243,6243,1441191677465481222,1254416471574417408,Nigeria
6244,6244,1441191677465481222,1408069219632046094,United States
6246,6246,1441191677465481222,2578221798,Italy
6247,6247,1441191677465481222,1182258156170293249,Saudi Arabia
6249,6249,1441191677465481222,138061539,None
6250,6250,1441191677465481222,1339210230891225088,India
6251,6251,1441191677465481222,3608478316,None
6253,6253,1441191677465481222,1215295263293743106,Japan
6255,6255,1441179318374191106,1204487503505481740,United States
6256,6256,1441179318374191106,1417106674679123976,Pakistan
6259,6259,1441179318374191106,1120951834875707393,Pakistan
6263,6263,1441179318374191106,1252895526879744000,None
6264,6264,1441179318374191106,1356258271313580032,None
6266,6266,1441179318374191106,1205842090321731584,Ghana
6268,6268,1441179318374191106,3094232313,None
6269,6269,1441179318374191106,837772065285419008,India
6270,6270,1441179318374191106,899108250821382144,None
6271,6271,1441179318374191106,387582927,Japan
6272,6272,1441179318374191106,771284286989217796,None
6275,6275,1441179318374191106,1423275251102732292,India
6276,6276,1441179318374191106,918096933838733312,India
6277,6277,1441179318374191106,1182258156170293249,Saudi Arabia
6281,6281,1441179318374191106,1213173685768486912,India
6284,6284,1441179318374191106,149300800,Mali
6285,6285,1441179318374191106,70889396,United States
6286,6286,1441179318374191106,1406662301592297475,United States
6288,6288,1441179318374191106,1200105501700186112,India
6289,6289,1441179318374191106,592935171,None
6290,6290,1441179318374191106,194961358,India
6294,6294,1441179318374191106,1438188528316256257,Liechtenstein
6296,6296,1441179318374191106,376795616,None
6297,6297,1441179318374191106,1294107757658779655,India
6298,6298,1441179318374191106,946046719,Brazil
6303,6303,1441179318374191106,486266621,Australia
6304,6304,1441179318374191106,902174796259184640,Ghana
6307,6307,1441179318374191106,4122943329,Canada
6310,6310,1441179318374191106,15187551,None
6312,6312,1441179318374191106,13344262,None
6313,6313,1441179318374191106,41764820,Cameroon
6315,6315,1441179318374191106,1265255670288441344,Greece
6319,6319,1441179318374191106,1413748537171402755,None
6320,6320,1441179318374191106,966361524909457408,None
6321,6321,1441176198139170827,1305790360845778944,India
6327,6327,1441176198139170827,1252895526879744000,None
6328,6328,1441176198139170827,984616610412589056,Ghana
6329,6329,1441176198139170827,1205842090321731584,Ghana
6330,6330,1441176198139170827,1347597951007404033,Ghana
6332,6332,1441176198139170827,695375397114896384,Ghana
6333,6333,1441176198139170827,744148897858203648,None
6335,6335,1441176198139170827,148405713,India
6336,6336,1441176198139170827,1307630015320788993,India
6337,6337,1441176198139170827,3094232313,None
6338,6338,1441176198139170827,1318765585287827457,None
6339,6339,1441176198139170827,899108250821382144,None
6341,6341,1441176198139170827,1044207538017718279,India
6343,6343,1441176198139170827,931222566374477824,United States
6344,6344,1441176198139170827,109632066,None
6345,6345,1441176198139170827,771284286989217796,None
6346,6346,1441176198139170827,1379742635473178626,United Kingdom
6349,6349,1441176198139170827,1362125810539266048,United States
6350,6350,1441176198139170827,918096933838733312,India
6351,6351,1441176198139170827,203961901,None
6352,6352,1441176198139170827,1417106674679123976,Pakistan
6353,6353,1441176198139170827,2897748295,India
6354,6354,1441176198139170827,1182258156170293249,Saudi Arabia
6355,6355,1441176198139170827,961167733701267456,None
6358,6358,1441176198139170827,179285020,India
6362,6362,1441176198139170827,1213173685768486912,India
6364,6364,1441176198139170827,179067771,Nigeria
6366,6366,1441176198139170827,17190323,Ecuador
6367,6367,1441176198139170827,149300800,Mali
6369,6369,1441176198139170827,2549133361,None
6370,6370,1441176198139170827,1406662301592297475,United States
6371,6371,1441176198139170827,1200105501700186112,India
6376,6376,1441176198139170827,3384920352,United States
6377,6377,1441176198139170827,387582927,Japan
6379,6379,1441176198139170827,592935171,None
6380,6380,1441176198139170827,194961358,India
6381,6381,1441176198139170827,4154679436,Canada
6382,6382,1441176198139170827,701314473328414720,Philippines
6383,6383,1441176198139170827,196707379,United States
6385,6385,1441176198139170827,992201258,United States
6386,6386,1441176198139170827,1379795944040960002,None
6388,6388,1441176198139170827,1438549502672228354,United States
6391,6391,1441176198139170827,1294107757658779655,India
6396,6396,1441176198139170827,902174796259184640,Ghana
6397,6397,1441176198139170827,779314499174166529,United States
6400,6400,1441176198139170827,1388332286618316801,United States
6403,6403,1441176198139170827,250108070,Australia
6404,6404,1441176198139170827,2717438288,United States
6405,6405,1441176198139170827,3299781373,Kuwait
6406,6406,1441176198139170827,92457512,None
6408,6408,1441176198139170827,559320375,None
6410,6410,1441176198139170827,340283931,United States
6411,6411,1441176198139170827,1413748537171402755,None
6413,6413,1441086893806944270,805288466,India
6414,6414,1441086893806944270,2568999399,Germany
6415,6415,1441086893806944270,1304680758997667840,None
6416,6416,1441086893806944270,1247239520841428994,None
6419,6419,1441086893806944270,1369955845094608902,Indonesia
6421,6421,1441086893806944270,1217247784644071424,United States
6423,6423,1441086893806944270,1443108682875637760,Bangladesh
6424,6424,1441086893806944270,933384230553387008,United States
6425,6425,1441086893806944270,1446276141476614144,Benin
6426,6426,1441086893806944270,1440729433829101569,United States
6427,6427,1441086893806944270,1120951834875707393,Pakistan
6428,6428,1441086893806944270,275143438,None
6430,6430,1441086893806944270,1384457649543057408,Iraq
6431,6431,1441086893806944270,66393468,None
6432,6432,1441086893806944270,2789567317,United Kingdom
6434,6434,1441086893806944270,1431210642548015107,India
6435,6435,1441086893806944270,504957844,Argentina
6437,6437,1441086893806944270,1252895526879744000,None
6438,6438,1441086893806944270,914120271656779776,United Kingdom
6439,6439,1441086893806944270,1443249440744042497,Bangladesh
6440,6440,1441086893806944270,1238024785990266880,India
6441,6441,1441086893806944270,1155837084298440707,India
6442,6442,1441086893806944270,2289589514,United States
6443,6443,1441086893806944270,1348792973996163073,None
6444,6444,1441086893806944270,1331808141122490368,United States
6446,6446,1441086893806944270,1097354129590996997,Malaysia
6448,6448,1441086893806944270,921804431829733382,France
6449,6449,1441086893806944270,1205842090321731584,Ghana
6450,6450,1441086893806944270,619092530,Philippines
6451,6451,1441086893806944270,1545695346,Malaysia
6453,6453,1441086893806944270,1356998677,Malaysia
6454,6454,1441086893806944270,224090705,Malaysia
6456,6456,1441086893806944270,417167615,None
6457,6457,1441086893806944270,1101764176563757056,None
6459,6459,1441086893806944270,1595149746,Malaysia
6460,6460,1441086893806944270,60604625,Malaysia
6461,6461,1441086893806944270,1389486123773091844,Indonesia
6462,6462,1441086893806944270,695375397114896384,Ghana
6464,6464,1441086893806944270,148405713,India
6465,6465,1441086893806944270,2514476635,Switzerland
6466,6466,1441086893806944270,66316405,Indonesia
6467,6467,1441086893806944270,576569790,United States
6468,6468,1441086893806944270,23162881,Japan
6470,6470,1441086893806944270,3094232313,None
6471,6471,1441086893806944270,2498218921,India
6472,6472,1441086893806944270,899108250821382144,None
6473,6473,1441086893806944270,1137528692,Greece
6474,6474,1441086893806944270,109632066,None
6483,6483,1441086893806944270,918096933838733312,India
6484,6484,1441086893806944270,5609882,Mexico
6485,6485,1441086893806944270,201171691,Mexico
6486,6486,1441086893806944270,254868531,India
6488,6488,1441086893806944270,1417106674679123976,Pakistan
6498,6498,1440874865095942152,1120951834875707393,Pakistan
6500,6500,1440874865095942152,1205842090321731584,Ghana
6501,6501,1440874865095942152,1431210642548015107,India
6504,6504,1440874865095942152,1252895526879744000,None
6506,6506,1440874865095942152,1185778603944009728,Nigeria
6508,6508,1440874865095942152,758299764089688065,United States
6509,6509,1440874865095942152,735115007399170050,United Kingdom
6511,6511,1440874865095942152,695375397114896384,Ghana
6513,6513,1440874865095942152,4909953663,Nigeria
6515,6515,1440874865095942152,2514476635,Switzerland
6517,6517,1440874865095942152,918096933838733312,India
6519,6519,1440874865095942152,387582927,Japan
6520,6520,1440874865095942152,704411990719139841,United States
6521,6521,1440874865095942152,1367092975344435202,Ghana
6522,6522,1440874865095942152,3036891512,India
6523,6523,1440874865095942152,771284286989217796,None
6527,6527,1440874865095942152,1426643475035041793,None
6528,6528,1440874865095942152,1438153421442322432,India
6529,6529,1440874865095942152,1867596596,France
6531,6531,1440874865095942152,1206074611273625602,Japan
6532,6532,1440874865095942152,1318813352705937409,India
6533,6533,1440874865095942152,1417106674679123976,None
6535,6535,1440874865095942152,3032428733,None
6538,6538,1440874865095942152,149300800,Mali
6539,6539,1440874865095942152,899108250821382144,None
6540,6540,1440874865095942152,45249172,United States
6541,6541,1440874865095942152,26001155,United Kingdom
6543,6543,1440874865095942152,701577174470406145,None
6545,6545,1440874865095942152,2897748295,India
6546,6546,1440874865095942152,140154551,Canada
6547,6547,1440874865095942152,1269822442651947008,None
6548,6548,1440874865095942152,888529251942748160,United States
6550,6550,1440874865095942152,1408530093190922241,Germany
6551,6551,1440874865095942152,1327790454373457922,None
6552,6552,1440874865095942152,766053154408521728,South Africa
6553,6553,1440874865095942152,1104272413137743872,United Kingdom
6557,6557,1440874865095942152,473007011,United States
6558,6558,1440874865095942152,1182258156170293249,Saudi Arabia
6561,6561,1440874865095942152,987844879,None
6564,6564,1440874865095942152,746833678685323264,None
6565,6565,1440874865095942152,148405713,India
6566,6566,1440874865095942152,222036996,India
6567,6567,1440874865095942152,16158913,United States
6568,6568,1440874865095942152,1364718062201626626,United Kingdom
6573,6573,1440874865095942152,1078245756262334464,Uganda
6574,6574,1440874865095942152,976395960,None
6575,6575,1440874865095942152,1070694686044565505,Bangladesh
6576,6576,1440874865095942152,77272148,United States
6577,6577,1440874865095942152,3094232313,None
6578,6578,1440722206351233024,1305790360845778944,India
6581,6581,1440722206351233024,1446276141476614144,Benin
6582,6582,1440722206351233024,1120951834875707393,Pakistan
6584,6584,1440722206351233024,1441632258343931905,United States
6586,6586,1440722206351233024,1252895526879744000,None
6587,6587,1440722206351233024,2839786311,United States
6588,6588,1440722206351233024,1347597951007404033,Ghana
6589,6589,1440722206351233024,695375397114896384,Ghana
6590,6590,1440722206351233024,1239618640842035200,Ghana
6591,6591,1440722206351233024,1205842090321731584,Ghana
6592,6592,1440722206351233024,1287532878209994753,Uganda
6593,6593,1440722206351233024,1441873602727407616,United States
6594,6594,1440722206351233024,1416120330142326790,Japan
6597,6597,1440722206351233024,282281979,United States
6598,6598,1440722206351233024,918096933838733312,India
6599,6599,1440722206351233024,1406662301592297475,United States
6601,6601,1440722206351233024,1417106674679123976,Pakistan
6604,6604,1440722206351233024,148405713,India
6606,6606,1440722206351233024,154726028,Canada
6607,6607,1440722206351233024,149300800,Mali
6610,6610,1440722206351233024,1264129416852115456,India
6611,6611,1440722206351233024,323677398,None
6612,6612,1440722206351233024,113410319,None
6613,6613,1440722206351233024,1432512781870243841,China
6615,6615,1440722206351233024,1332004809969262592,Ghana
6616,6616,1440722206351233024,701314473328414720,Philippines
6621,6621,1440722206351233024,837423362628538368,None
6622,6622,1440722206351233024,3094232313,None
6623,6623,1440722206351233024,771284286989217796,None
6625,6625,1440722206351233024,82350646,Portugal
6626,6626,1440722206351233024,1182258156170293249,Saudi Arabia
6629,6629,1440722206351233024,1357322390603235328,Malawi
6630,6630,1440722206351233024,922914917656743936,Ghana
6632,6632,1440722206351233024,1332219594,Rwanda
6634,6634,1440722206351233024,17899109,United States
6635,6635,1440722206351233024,2897748295,India
6636,6636,1440722206351233024,458204427,None
6637,6637,1440722206351233024,1409329636954148869,Canada
6639,6639,1440722206351233024,1785583254,None
6641,6641,1440722206351233024,1144565924244197381,Spain
6645,6645,1440722206351233024,561799040,United States
6646,6646,1440722206351233024,831386988922142721,India
6647,6647,1440722206351233024,1011020930,India
6648,6648,1440722206351233024,196707379,United States
6649,6649,1440722206351233024,1934881530,Pakistan
6651,6651,1440722206351233024,588557343,None
6653,6653,1440722206351233024,990685549114675200,Lebanon
6656,6656,1440722206351233024,398939070,India
6657,6657,1440722206351233024,905461105211920384,Germany
6658,6658,1440722206351233024,2904173352,United States
6659,6659,1440722206351233024,1234837537320947712,None
6660,6660,1440722206351233024,1254398150804193281,Kenya
6662,6662,1440722206351233024,1104272413137743872,United Kingdom
6663,6663,1440722206351233024,1938562249,Uganda
6664,6664,1440722206351233024,24393822,Slovenia
6667,6667,1440722206351233024,783999679730253824,India
6668,6668,1440722206351233024,1270947849103003648,India
6669,6669,1440722206351233024,1491795722,United States
6670,6670,1440722206351233024,145831041,Argentina
6671,6671,1440508603849273353,1536531295,Singapore
6672,6672,1440508603849273353,1378759586820325383,None
6674,6674,1440508603849273353,3537103938,Singapore
6675,6675,1440508603849273353,701101501,Pakistan
6676,6676,1440508603849273353,1305790360845778944,India
6677,6677,1440508603849273353,1247239520841428994,None
6679,6679,1440508603849273353,1369955845094608902,Indonesia
6681,6681,1440508603849273353,1217247784644071424,United States
6682,6682,1440508603849273353,1199040755165065221,Cameroon
6684,6684,1440508603849273353,1446276141476614144,Benin
6688,6688,1440508603849273353,3077119111,Pakistan
6690,6690,1440508603849273353,1252895526879744000,None
6691,6691,1440508603849273353,1052231282380496899,United States
6693,6693,1440508603849273353,695375397114896384,Ghana
6696,6696,1440508603849273353,1923429986,None
6698,6698,1440508603849273353,101633799,Canada
6699,6699,1440508603849273353,156574902,None
6700,6700,1440508603849273353,756175794410557440,United States
6701,6701,1440508603849273353,1406662301592297475,United States
6702,6702,1440508603849273353,1261639537706463232,India
6703,6703,1440508603849273353,1205842090321731584,Ghana
6704,6704,1440508603849273353,22048180,United States
6705,6705,1440508603849273353,1189975759357501441,United States
6706,6706,1440508603849273353,148405713,India
6708,6708,1440508603849273353,74571454,Cameroon
6711,6711,1440508603849273353,113410319,None
