,user_id,tweet_id
0,5039396000,1461380998743015425
1,5039396000,1461108508250689537
2,5039396000,1461034359582965763
3,5039396000,1460734002264883205
4,5039396000,1460317599875534848
5,5039396000,1459937906525556739
6,5039396000,1459937855577280514
7,5039396000,1459937626341855236
8,5039396000,1459937588421136388
9,5039396000,1459240086554304517
10,5039396000,1458501583906295813
11,5039396000,1458448640528183300
12,5039396000,1458196382624276490
13,5039396000,1458132018135322627
14,5039396000,1457841063482167302
15,5039396000,1456703061372506112
16,5039396000,1456432517427253251
17,5039396000,1456397015743492106
18,5039396000,1456320508882915334
19,5039396000,1456291410718511112
20,5039396000,1456036362948202498
21,5039396000,1456015126935474176
22,5039396000,1456013903599603714
23,5039396000,1455985302930001921
24,5039396000,1455938285604270082
25,5039396000,1455681893328850950
26,5039396000,1455660312145715200
27,5039396000,1455632027596644354
28,5039396000,1455606254131314688
29,5039396000,1455588313235030018
30,5039396000,1455580938369261572
31,5039396000,1455577063822282758
32,5039396000,1455570288792326153
33,5039396000,1455280122768998401
34,5039396000,1455240228445196291
35,5039396000,1454902715155316742
36,5039396000,1454902714014453765
37,5039396000,1454823281870004250
38,5039396000,1453449405890060289
39,5039396000,1453367874848837638
40,5039396000,1453003527803052040
41,5039396000,1452632195621818373
42,5039396000,1452393058486521856
43,5039396000,1452292976114290705
44,5039396000,1452001161603547139
45,5039396000,1451682475676102660
46,5039396000,1451417887151779842
47,5039396000,1451269167231897600
48,5039396000,1450674444993585165
49,5039396000,1450674443840151556
50,5039396000,1450674442682523655
51,5039396000,1450674441155846149
52,5039396000,1450552465267441667
53,5039396000,1450552463942062080
54,5039396000,1450519692058062854
55,5039396000,1450469322883805258
56,5039396000,1450146533073059845
57,5039396000,1449071773274624004
58,5039396000,1448334548152897536
59,5039396000,1448334546445869058
60,5039396000,1448334544721960960
61,5039396000,1447969981967204353
62,5039396000,1446555319769780225
63,5039396000,1446116573823967245
64,5039396000,1445902684440068097
65,5039396000,1445465212774064135
66,5039396000,1445392566363566090
67,5039396000,1444362321309024256
68,5039396000,1443992530324844545
69,5039396000,1443618257395589146
70,5039396000,1443339404022468611
71,5039396000,1443253813071077376
72,5039396000,1443001944658755597
73,5039396000,1442973036081139714
74,5039396000,1442517577394098177
75,5039396000,1441518443895820293
76,5039396000,1441518440305487878
77,5039396000,1441191677465481222
78,5039396000,1441179318374191106
79,5039396000,1441176198139170827
80,5039396000,1441086893806944270
81,5039396000,1440874865095942152
82,5039396000,1440722206351233024
83,5039396000,1440508603849273353
84,5039396000,1440440604744249348
85,5039396000,1440094823856291845
86,5039396000,1439968005467742210
87,5039396000,1439773362364944392
88,5039396000,1438915048571686914
89,5039396000,1438915046613012485
90,5039396000,1438915045203726336
91,5039396000,1438915041277857793
92,5039396000,1438216750697365506
93,5039396000,1437817616530227202
94,5039396000,1437427173174898691
95,5039396000,1436731841893920776
96,5039396000,1436389727536562183
97,5039396000,1436005956907720704
98,5039396000,1435650793080717315
99,5039396000,1435355631767080961
100,5039396000,1435292695652536324
101,5039396000,1433896533758410752
102,5039396000,1433112909911969793
103,5039396000,1432809700618211329
104,5039396000,1432746395669200896
105,5039396000,1432365544074723329
106,5039396000,1431674157306056707
107,5039396000,1431389983164616705
108,5039396000,1430921737307267079
109,5039396000,1430594098696650753
110,5039396000,1430313520881541123
111,5039396000,1426589349240401927
112,5039396000,1426295503050870784
113,5039396000,1426254813876998145
114,5039396000,1426254812153204737
115,5039396000,1426254810479685634
116,5039396000,1425828373054386192
117,5039396000,1424867719153733632
118,5039396000,1424867718319116289
119,5039396000,1424867717467697152
120,5039396000,1424867716645625863
121,5039396000,1424867715815071746
122,5039396000,1424409672308596736
123,5039396000,1423710979913785344
124,5039396000,1423478170393579522
125,5039396000,1423370661485973504
126,5039396000,1423338651061145600
127,5039396000,1423070537966780417
128,5039396000,1422963100144209921
129,5039396000,1422620457384124421
130,5039396000,1422412317359153155
131,5039396000,1422220758827159556
132,5039396000,1422041111602765829
133,5039396000,1421242478829576195
134,5039396000,1421186855857360896
135,5039396000,1420823414613319682
136,5039396000,1420505627462307845
137,5039396000,1420473713095368708
138,5039396000,1420423383213248516
139,5039396000,1420164781244227587
140,5039396000,1419739361348710401
141,5039396000,1419728206991544322
142,5039396000,1418724069063618562
143,5039396000,1418266043512877057
144,5039396000,1417905505175969794
145,5039396000,1417604296422694913
146,5039396000,1417328143103266816
147,5039396000,1417301113703862288
148,5039396000,1417161086575337472
149,5039396000,1416087957203611648
150,5039396000,1415752955152666627
151,5039396000,1415427298954649602
152,5039396000,1415360904351293440
153,5039396000,1415025933090656257
154,5039396000,1413558189128249344
155,5039396000,1412799723434504192
156,5039396000,1412426634741784577
157,5039396000,1410710798997987328
158,5039396000,1410637816720019457
159,5039396000,1410266283476602886
160,5039396000,1407733718198808578
161,5039396000,1407733716617629699
162,5039396000,1407391385670483972
163,5039396000,1405564300266139651
164,5039396000,1405267364057206786
165,5039396000,1405201441669619712
166,5039396000,1404841704507674629
167,5039396000,1404514533788377089
168,5039396000,1404442043099717636
169,5039396000,1404266323694080003
170,5039396000,1403371695386230788
171,5039396000,1403082193216303108
172,5039396000,1402741727224426497
173,5039396000,1401939942654169088
174,5039396000,1400870268814258177
175,5039396000,1400478260966744067
176,5039396000,1400181572796514306
177,5039396000,1400126638067576833
178,5039396000,1399863361383276545
179,5039396000,1398800221132312579
180,5039396000,1398673403003822081
181,5039396000,1390452813545697282
182,5039396000,1389316412259270657
183,5039396000,1385663612216176641
184,5039396000,1385629820780908544
185,5039396000,1385344183523635200
186,5039396000,1385245518842896384
187,5039396000,1385008987838455808
188,5039396000,1381664682499481601
189,5039396000,1381641702088187906
190,5039396000,1381389752591548418
191,5039396000,1381089716217413634
192,5039396000,1380599008238792705
193,5039396000,1380231432006631425
194,5039396000,1379459602903785474
195,5039396000,1379092816089862145
196,5039396000,1379091675759271939
197,5039396000,1378030258692055042
198,5039396000,1377722043584503808
199,5039396000,1377331633024425987
200,5039396000,1376642916328730626
201,5039396000,1376572513195413505
202,5039396000,1375520512651063297
203,5039396000,1374843674622787588
204,5039396000,1372974769306443784
205,5039396000,1372963034205810695
206,5039396000,1372926429210451971
207,5039396000,1372645545471143938
208,5039396000,1372582987297038340
209,5039396000,1372221245303844865
210,5039396000,1370159252401053697
211,5039396000,1370111353059377152
212,5039396000,1369722836764426241
213,5039396000,1369371167140745217
214,5039396000,1369013992039968769
215,5039396000,1368971383267422208
216,5039396000,1367940046519640065
217,5039396000,1367938880352100352
218,5039396000,1367878060184281089
219,5039396000,1367519920393654274
220,5039396000,1367274659402584065
221,5039396000,1366508993649123328
222,5039396000,1366115858955726848
223,5039396000,1365426141457125377
224,5039396000,1365338574908891138
225,5039396000,1365064031107645441
226,5039396000,1364743888997548035
227,5039396000,1364710914008653824
228,5039396000,1364662601473429514
229,5039396000,1364604015103778820
230,5039396000,1364603150133420038
231,5039396000,1364346661846343688
232,5039396000,1364279047937683457
233,5039396000,1363249360591491075
234,5039396000,1363221676557623296
235,5039396000,1363140977821503492
236,5039396000,1362940399745073158
237,5039396000,1362929413931687937
238,5039396000,1362908871627399168
239,5039396000,1362859066079383554
240,5039396000,1362533658557440001
241,5039396000,1362527835768778756
242,5039396000,1362499076189687812
243,5039396000,1362467293343571968
244,5039396000,1362205392743198724
245,5039396000,1362204308901531649
246,5039396000,1362194795867766785
247,5039396000,1362108877173444609
248,5039396000,1361758739624124419
249,5039396000,1361741698888474628
250,5039396000,1361738984716574720
251,5039396000,1361662371245166597
252,5039396000,1361424953636048898
253,5039396000,1361353802796855297
254,5039396000,1361152602419814404
255,5039396000,1361124071379898368
256,5039396000,1359244572279201792
257,5039396000,1357390964180930565
258,5039396000,1357049298140057600
259,5039396000,1356727027869474817
260,5039396000,1356374923078369281
261,5039396000,1354824962645712899
262,5039396000,1354452894146154500
263,5039396000,1353749971011473408
264,5039396000,1352732374568636416
265,5039396000,1352662770416664577
266,5039396000,1352333862144077824
267,5039396000,1352021075358482432
268,5039396000,1352021074544795653
269,5039396000,1352021073756254209
270,5039396000,1352021072980295680
271,5039396000,1351256621993738240
272,5039396000,1346184604827279360
273,5039396000,1343983807905497089
274,5039396000,1343553372125728768
275,5039396000,1341457994396024832
276,5039396000,1340371845992775680
277,5039396000,1340126858013147136
278,5039396000,1339979894332088321
279,5039396000,1339743564419371010
280,5039396000,1339633452790947841
281,5039396000,1338947631091892224
282,5039396000,1338629121354526721
283,5039396000,1337911945043668993
284,5039396000,1337546673610887169
285,5039396000,1337106111137079296
286,5039396000,1336751572043194370
287,5039396000,1336366810443042818
288,5039396000,1336027841289277441
289,5039396000,1335246628609871873
290,5039396000,1334908118162046976
291,5039396000,1334550143031361536
292,5039396000,1334550142104477703
293,5039396000,1334550141160673280
294,5039396000,1334550140179267585
295,5039396000,1333842686458036224
296,5039396000,1333810854018519042
297,5039396000,1333491826641158144
298,5039396000,1331660054945153024
299,5039396000,1331301975074344960
300,5039396000,1330959611868766209
301,5039396000,1330594817269661696
302,5039396000,1329855643495190528
303,5039396000,1329836518735634434
304,5039396000,1328810796172726278
305,5039396000,1328407079346786306
306,5039396000,1328051034128744448
307,5039396000,1327028104938721280
308,5039396000,1326953686455574529
309,5039396000,1326953684383621120
310,5039396000,1325138315964682246
311,5039396000,1325138314861580289
312,5039396000,1321544230007758848
313,5039396000,1321117772357644290
314,5039396000,1319712659814510592
315,5039396000,1318620676962480129
316,5039396000,1318292961398902785
317,5039396000,1318292960639774720
318,5039396000,1318253044937617410
319,5039396000,1317194467007287297
320,5039396000,1317129291151273989
321,5039396000,1316110014508007424
322,5039396000,1315508269457186816
323,5039396000,1314601821374087168
324,5039396000,1313854584700379137
325,5039396000,1311723478886694913
326,5039396000,1311372943604068352
327,5039396000,1311077469831622656
328,5039396000,1310642001432383489
329,5039396000,1309902604755849216
330,5039396000,1309539934441619456
331,5039396000,1309228127726395392
332,5039396000,1309147157040111616
333,5039396000,1308875248314601473
334,5039396000,1307123218717777920
335,5039396000,1305993098682445824
336,5039396000,1304817461687017478
337,5039396000,1304071051178061826
338,5039396000,1301953962015293440
339,5039396000,1301604266738507777
340,5039396000,1300901312393932801
341,5039396000,1300110510738698241
342,5039396000,1300110509455282176
343,5039396000,1299474339041931264
344,5039396000,1299110661419532288
345,5039396000,1298639188904931330
346,5039396000,1298321590153748480
347,5039396000,1298317456885260288
348,5039396000,1297219798925860864
349,5039396000,1296474314221522944
3100,4419639700,1461460457680773120
3101,4419639700,1461459837959774217
3102,4419639700,1461459318570729482
3103,4419639700,1461456965427728385
3104,4419639700,1461410370841681921
3105,4419639700,1461396598542549002
3106,4419639700,1461395690526064642
3107,4419639700,1461395004119736329
3108,4419639700,1461387723642712067
3109,4419639700,1461373633163636747
3110,4419639700,1461372314424164367
3111,4419639700,1461245049585426435
3112,4419639700,1461235511511633922
3113,4419639700,1461203622906187777
3114,4419639700,1461131168431190016
3115,4419639700,1461130602627936256
3116,4419639700,1461127312691367937
