user_id,tweet_id
50393960,1464659614448771073
50393960,1464288045541199874
50393960,1463528104614236167
50393960,1463186751619436546
50393960,1462583003272474628
50393960,1461762358523535360
50393960,1461470539575218180
50393960,1461380998743015425
50393960,1461108508250689537
50393960,1461034359582965763
50393960,1460734002264883205
50393960,1460317599875534848
50393960,1459937906525556739
50393960,1459937855577280514
50393960,1459937626341855236
50393960,1459937588421136388
50393960,1459240086554304517
50393960,1458501583906295813
50393960,1458448640528183300
50393960,1458196382624276490
50393960,1458132018135322627
50393960,1457841063482167302
50393960,1456703061372506112
50393960,1456432517427253251
50393960,1456397015743492106
50393960,1456320508882915334
50393960,1456291410718511112
50393960,1456036362948202498
50393960,1456015126935474176
50393960,1456013903599603714
50393960,1455985302930001921
50393960,1455938285604270082
50393960,1455681893328850950
50393960,1455660312145715200
50393960,1455632027596644354
50393960,1455606254131314688
50393960,1455588313235030018
50393960,1455580938369261572
50393960,1455577063822282758
50393960,1455570288792326153
50393960,1455280122768998401
50393960,1455240228445196291
50393960,1454902715155316742
50393960,1454902714014453765
50393960,1454823281870004250
50393960,1453449405890060289
50393960,1453367874848837638
50393960,1453003527803052040
50393960,1452632195621818373
50393960,1452393058486521856
50393960,1452292976114290705
50393960,1452001161603547139
50393960,1451682475676102660
50393960,1451417887151779842
50393960,1451269167231897600
50393960,1450674444993585165
50393960,1450674443840151556
50393960,1450674442682523655
50393960,1450674441155846149
50393960,1450552465267441667
50393960,1450552463942062080
50393960,1450519692058062854
50393960,1450469322883805258
50393960,1450146533073059845
50393960,1449071773274624004
50393960,1448334548152897536
50393960,1448334546445869058
50393960,1448334544721960960
50393960,1447969981967204353
50393960,1446555319769780225
50393960,1446116573823967245
50393960,1445902684440068097
50393960,1445465212774064135
50393960,1445392566363566090
50393960,1444362321309024256
50393960,1443992530324844545
50393960,1443618257395589146
50393960,1443339404022468611
50393960,1443253813071077376
50393960,1443001944658755597
50393960,1442973036081139714
50393960,1442517577394098177
50393960,1441518443895820293
50393960,1441518440305487878
50393960,1441191677465481222
50393960,1441179318374191106
50393960,1441176198139170827
50393960,1441086893806944270
50393960,1440874865095942152
50393960,1440722206351233024
50393960,1440508603849273353
50393960,1440440604744249348
50393960,1440094823856291845
50393960,1439968005467742210
50393960,1439773362364944392
50393960,1438915048571686914
50393960,1438915046613012485
50393960,1438915045203726336
50393960,1438915041277857793
50393960,1438216750697365506
50393960,1437817616530227202
50393960,1437427173174898691
50393960,1436731841893920776
50393960,1436389727536562183
50393960,1436005956907720704
50393960,1435650793080717315
50393960,1435355631767080961
50393960,1435292695652536324
50393960,1433896533758410752
50393960,1433112909911969793
50393960,1432809700618211329
50393960,1432746395669200896
50393960,1432365544074723329
50393960,1431674157306056707
50393960,1431389983164616705
50393960,1430921737307267079
50393960,1430594098696650753
50393960,1430313520881541123
50393960,1426589349240401927
50393960,1426295503050870784
50393960,1426254813876998145
50393960,1426254812153204737
50393960,1426254810479685634
50393960,1425828373054386192
50393960,1424867719153733632
50393960,1424867718319116289
50393960,1424867717467697152
50393960,1424867716645625863
50393960,1424867715815071746
50393960,1424409672308596736
50393960,1423710979913785344
50393960,1423478170393579522
50393960,1423370661485973504
50393960,1423338651061145600
50393960,1423070537966780417
50393960,1422963100144209921
50393960,1422620457384124421
50393960,1422412317359153155
50393960,1422220758827159556
50393960,1422041111602765829
50393960,1421242478829576195
50393960,1421186855857360896
50393960,1420823414613319682
50393960,1420505627462307845
50393960,1420473713095368708
50393960,1420423383213248516
50393960,1420164781244227587
50393960,1419739361348710401
50393960,1419728206991544322
50393960,1418724069063618562
50393960,1418266043512877057
50393960,1417905505175969794
50393960,1417604296422694913
50393960,1417328143103266816
50393960,1417301113703862288
50393960,1417161086575337472
50393960,1416087957203611648
50393960,1415752955152666627
50393960,1415427298954649602
50393960,1415360904351293440
50393960,1415025933090656257
50393960,1413558189128249344
50393960,1412799723434504192
50393960,1412426634741784577
50393960,1410710798997987328
50393960,1410637816720019457
50393960,1410266283476602886
50393960,1407733718198808578
50393960,1407733716617629699
50393960,1407391385670483972
50393960,1405564300266139651
50393960,1405267364057206786
50393960,1405201441669619712
50393960,1404841704507674629
50393960,1404514533788377089
50393960,1404442043099717636
50393960,1404266323694080003
50393960,1403371695386230788
50393960,1403082193216303108
50393960,1402741727224426497
50393960,1401939942654169088
50393960,1400870268814258177
50393960,1400478260966744067
50393960,1400181572796514306
50393960,1400126638067576833
50393960,1399863361383276545
50393960,1398800221132312579
50393960,1398673403003822081
50393960,1390452813545697282
50393960,1389316412259270657
50393960,1385663612216176641
50393960,1385629820780908544
50393960,1385344183523635200
50393960,1385245518842896384
50393960,1385008987838455808
50393960,1381664682499481601
50393960,1381641702088187906
50393960,1381389752591548418
50393960,1381089716217413634
50393960,1380599008238792705
50393960,1380231432006631425
50393960,1379459602903785474
50393960,1379092816089862145
50393960,1379091675759271939
50393960,1378030258692055042
50393960,1377722043584503808
50393960,1377331633024425987
50393960,1376642916328730626
50393960,1376572513195413505
50393960,1375520512651063297
50393960,1374843674622787588
50393960,1372974769306443784
50393960,1372963034205810695
50393960,1372926429210451971
50393960,1372645545471143938
50393960,1372582987297038340
50393960,1372221245303844865
50393960,1370159252401053697
50393960,1370111353059377152
50393960,1369722836764426241
50393960,1369371167140745217
50393960,1369013992039968769
50393960,1368971383267422208
50393960,1367940046519640065
50393960,1367938880352100352
50393960,1367878060184281089
50393960,1367519920393654274
50393960,1367274659402584065
50393960,1366508993649123328
50393960,1366115858955726848
50393960,1365426141457125377
50393960,1365338574908891138
50393960,1365064031107645441
50393960,1364743888997548035
50393960,1364710914008653824
50393960,1364662601473429514
50393960,1364604015103778820
50393960,1364603150133420038
50393960,1364346661846343688
50393960,1364279047937683457
50393960,1363249360591491075
50393960,1363221676557623296
50393960,1363140977821503492
50393960,1362940399745073158
50393960,1362929413931687937
50393960,1362908871627399168
50393960,1362859066079383554
50393960,1362533658557440001
50393960,1362527835768778756
50393960,1362499076189687812
50393960,1362467293343571968
50393960,1362205392743198724
50393960,1362204308901531649
50393960,1362194795867766785
50393960,1362108877173444609
50393960,1361758739624124419
50393960,1361741698888474628
50393960,1361738984716574720
50393960,1361662371245166597
50393960,1361424953636048898
50393960,1361353802796855297
50393960,1361152602419814404
50393960,1361124071379898368
50393960,1359244572279201792
50393960,1357390964180930565
50393960,1357049298140057600
50393960,1356727027869474817
50393960,1356374923078369281
50393960,1354824962645712899
50393960,1354452894146154500
50393960,1353749971011473408
50393960,1352732374568636416
50393960,1352662770416664577
50393960,1352333862144077824
50393960,1352021075358482432
50393960,1352021074544795653
50393960,1352021073756254209
50393960,1352021072980295680
50393960,1351256621993738240
50393960,1346184604827279360
50393960,1343983807905497089
50393960,1343553372125728768
50393960,1341457994396024832
50393960,1340371845992775680
50393960,1340126858013147136
50393960,1339979894332088321
50393960,1339743564419371010
50393960,1339633452790947841
50393960,1338947631091892224
50393960,1338629121354526721
50393960,1337911945043668993
50393960,1337546673610887169
50393960,1337106111137079296
50393960,1336751572043194370
50393960,1336366810443042818
50393960,1336027841289277441
50393960,1335246628609871873
50393960,1334908118162046976
50393960,1334550143031361536
50393960,1334550142104477703
44196397,1464507751262875651
44196397,1464507322114342912
44196397,1464506658520899592
44196397,1464423352295165954
44196397,1464419275398123526
44196397,1464398343103258628
44196397,1464395375469600777
44196397,1464394944395857920
44196397,1464393595146878976
44196397,1464315008322576385
44196397,1464313451526959110
44196397,1464221594881081350
44196397,1464215665380892678
44196397,1464016169040584707
44196397,1464012616792219648
44196397,1464012344120512517
44196397,1464000520616558592
44196397,1463959830142586890
44196397,1463959410624151558
44196397,1463828765151272962
44196397,1463798473376079874
44196397,1463798210766557188
44196397,1463736587813064704
44196397,1463712196152729604
44196397,1463703673045925890
44196397,1463685709512982528
44196397,1463682669372481543
44196397,1463619414411067392
44196397,1463562289643151360
44196397,1463560260397027333
44196397,1463549535804968962
44196397,1463548549271015434
44196397,1463547958343913476
44196397,1463547108510867466
44196397,1463536507537526787
44196397,1463407114605449217
44196397,1463396090338856960
44196397,1463389553155260423
44196397,1463384032192999431
44196397,1463369075745341443
44196397,1463291252527489029
44196397,1463222900622721024
44196397,1463220220504518665
44196397,1463200622673551366
44196397,1463199222895988742
44196397,1463195773810708485
44196397,1463193267336581122
44196397,1463191902140915720
44196397,1463098791414882304
44196397,1463096278171148290
44196397,1463090628896694279
44196397,1463085111600205825
44196397,1463084004794638339
44196397,1463082255757287426
44196397,1463080916432134145
44196397,1463077842992959492
44196397,1463076736363634689
44196397,1463071989707456513
44196397,1463048892082180096
44196397,1462905842391568388
44196397,1462898800603893766
44196397,1462890831392690178
44196397,1462885540165005314
44196397,1462885006465028108
44196397,1462884250320048133
44196397,1462877141981405188
44196397,1462853402375954434
44196397,1462848820275032086
44196397,1462848657766731783
44196397,1462843164591628294
44196397,1462839824105234432
44196397,1462679109952282627
44196397,1462659198609674243
44196397,1462653836800180231
44196397,1462652210739884035
44196397,1462650961105670148
44196397,1462650378294599683
44196397,1462642282746765321
44196397,1462639558059769866
44196397,1462639200201752577
44196397,1462637670530797576
44196397,1462635761052925957
44196397,1462633625866977285
44196397,1462602564457873410
44196397,1462546740331040781
44196397,1462544927716303047
44196397,1462509007340515329
44196397,1462276620337782786
44196397,1462227845288284160
44196397,1462227200820797443
44196397,1462226534224248833
44196397,1462204414270197763
44196397,1462199399640010753
44196397,1462198391631458315
44196397,1462197480863449101
44196397,1461942451053252612
44196397,1461890824057282568
44196397,1461885253493170179
44196397,1461884161233494019
44196397,1461883543081078793
44196397,1461879721797603331
44196397,1461813021127421956
44196397,1461809183205036035
44196397,1461807570138640387
44196397,1461802264058859521
44196397,1461799151965032454
44196397,1461798335027757058
44196397,1461792282739412999
44196397,1461784920473358338
44196397,1461784720652525576
44196397,1461774680529031175
44196397,1461756566613508098
44196397,1461755448386891781
44196397,1461751830409629701
44196397,1461751344415617025
44196397,1461638454324965379
44196397,1461628933829541896
44196397,1461554517527384064
44196397,1461554327055699968
44196397,1461548796438106117
44196397,1461546885152489472
44196397,1461530012037918723
44196397,1461460457680773120
44196397,1461459837959774217
44196397,1461459318570729482
44196397,1461456965427728385
44196397,1461410370841681921
44196397,1461396598542549002
44196397,1461395690526064642
44196397,1461395004119736329
44196397,1461387723642712067
44196397,1461373633163636747
44196397,1461372314424164367
44196397,1461245049585426435
44196397,1461235511511633922
44196397,1461203622906187777
