tweet_id,retweeter_id,retweeter_location
1458132018135322627,3884460736,United States
1458132018135322627,522687288,United States
1458132018135322627,1255627203468918784,Mexico
1458132018135322627,1077381351559610374,Cuba
1458132018135322627,1223307253236817922,United States
1458132018135322627,1152355967901884416,United States
1458132018135322627,1121161278192541700,Turkey
1458132018135322627,1253436248678699008,United Kingdom
1458132018135322627,3119602786,Cyprus
1458132018135322627,1103199807445913601,Iraq
1458132018135322627,2629679337,Mexico
1458132018135322627,65535004,Canada
1458132018135322627,1309909772431429635,United States
1458132018135322627,1458753261738074128,United States
1458132018135322627,837772065285419008,India
1458132018135322627,397189853,United Kingdom
1458132018135322627,1379969529812373508,Cameroon
1458132018135322627,177230203,Spain
1458132018135322627,2858744372,Japan
1458132018135322627,1103728777408974848,United States
1458132018135322627,1030235412495622144,Japan
1458132018135322627,836543859152805889,India
1457841063482167302,1454933525669552130,United States
1457841063482167302,1442565893259599877,United States
1457841063482167302,1433433636146229248,United States
1457841063482167302,1445131045595189254,Algeria
1457841063482167302,1459761881560666117,India
1457841063482167302,1111108972679847938,Mongolia
1457841063482167302,2250632233,Mongolia
1457841063482167302,1454705180289601538,Japan
1457841063482167302,1031803852192808960,Cameroon
1457841063482167302,1459080681531883568,Netherlands
1457841063482167302,1152355967901884416,United States
1457841063482167302,1344526531805081601,Philippines
1457841063482167302,244385089,Malaysia
1457841063482167302,1221672282860478464,Germany
1457841063482167302,421909109,Germany
1457841063482167302,1266351090,Spain
1457841063482167302,226521605,Canada
1457841063482167302,55552851,United States
1457841063482167302,1417526362659713025,United States
1457841063482167302,1409650119247503362,Bangladesh
1457841063482167302,2870759665,Japan
1457841063482167302,1019008608636465152,Portugal
1457841063482167302,3197048101,India
1457841063482167302,3119602786,Cyprus
1457841063482167302,3308483750,Russia
1457841063482167302,1390750780303548420,India
1457841063482167302,120400587,India
1457841063482167302,708123362,Somalia
1457841063482167302,1330993695101956096,Philippines
1457841063482167302,1322239964776747009,Nigeria
1457841063482167302,1342827359058145285,Spain
1457841063482167302,695375397114896384,Ghana
1457841063482167302,76442487,Russia
1457841063482167302,320033444,South Africa
1457841063482167302,2897748295,India
1457841063482167302,1182258156170293249,Saudi Arabia
1457841063482167302,3001202519,Mali
1457841063482167302,1415948587389890567,Madagascar
1457841063482167302,980542304388812801,United States
1457841063482167302,177541121,Australia
1457841063482167302,387582927,Japan
1457841063482167302,149300800,Mali
1457841063482167302,1242004825761443840,United States
1457841063482167302,800285150160396289,United States
1457841063482167302,1046069618752643072,Canada
1457841063482167302,179862059,Uganda
1457841063482167302,1048798936616583168,India
1457841063482167302,1363673491,United Kingdom
1456703061372506112,1205842090321731584,Ghana
1456703061372506112,1442565893259599877,United States
1456703061372506112,1445131045595189254,Algeria
1456703061372506112,1095093541225840646,Brazil
1456703061372506112,1223307253236817922,United States
1456703061372506112,1152355967901884416,United States
1456703061372506112,244385089,Malaysia
1456703061372506112,38105260,Australia
1456703061372506112,1417526362659713025,United States
1456703061372506112,571881532,Argentina
1456703061372506112,3308483750,Russia
1456703061372506112,1322239964776747009,Nigeria
1456703061372506112,803956269925224448,Switzerland
1456703061372506112,102700680,Switzerland
1456703061372506112,181929975,Switzerland
1456703061372506112,1457960249890066436,Iran
1456703061372506112,178876880,United States
1456703061372506112,1449405500370653195,United States
1456703061372506112,1114137923119669248,Ghana
1456703061372506112,314753131,United States
1456703061372506112,3171764295,United States
1456703061372506112,2165797386,United States
1456703061372506112,531899098,United States
1456703061372506112,803769697560764417,Germany
1456703061372506112,1457563907690749953,United States
1456703061372506112,1408034595195408385,India
1456703061372506112,1450447640382951426,Philippines
1456703061372506112,1372933838763089920,Turkey
1456703061372506112,1056598385015308289,United States
1456703061372506112,3970323207,United States
1456703061372506112,764063679583092737,Australia
1456703061372506112,87243164,United States
1456703061372506112,1417209228364861442,Pakistan
1456703061372506112,1454589200741847043,United States
1456703061372506112,2504624659,Australia
1456703061372506112,23162881,Japan
1456703061372506112,1120978120977334272,Nigeria
1456703061372506112,3001202519,Mali
1456703061372506112,4645193294,United States
1456703061372506112,1541478516,Thailand
1456703061372506112,1393946680534372355,United Kingdom
1456703061372506112,800285150160396289,United States
1456703061372506112,1344839171488141312,India
1456703061372506112,1309313177260298240,United States
1456432517427253251,1442565893259599877,United States
1456432517427253251,3036891512,India
1456432517427253251,1445131045595189254,Algeria
1456432517427253251,1152355967901884416,United States
1456432517427253251,1221672282860478464,Germany
1456432517427253251,40512282,Australia
1456432517427253251,3308483750,Russia
1456432517427253251,178876880,United States
1456432517427253251,947024822327918592,United States
1456432517427253251,1449405500370653195,United States
1456432517427253251,911860645888368640,Japan
1456432517427253251,1114137923119669248,Ghana
1456432517427253251,214136788,United States
1456432517427253251,531899098,United States
1456432517427253251,1408034595195408385,India
1456432517427253251,1378623318295646211,Mauritius
1456432517427253251,1440776370649399300,Indonesia
1456432517427253251,15115180,India
1456432517427253251,1387442908760997888,India
1456432517427253251,1223734301331726336,United Kingdom
1456432517427253251,1376800750974668801,Ghana
1456432517427253251,130292248,Peru
1456432517427253251,1317458654703091712,Liechtenstein
1456432517427253251,3001202519,Mali
1456432517427253251,585438586,India
1456432517427253251,1455128301350096897,India
1456432517427253251,148405713,India
1456432517427253251,800285150160396289,United States
1456432517427253251,1344839171488141312,India
1456432517427253251,1309313177260298240,United States
1456432517427253251,1443052613776199680,India
1456432517427253251,1450270634773204992,Colombia
1456432517427253251,154041146,Indonesia
1456432517427253251,387582927,Japan
1456432517427253251,1182258156170293249,Saudi Arabia
1456432517427253251,1456678921395752966,United States
1456432517427253251,45249172,United States
1456432517427253251,1456392760563535880,Sierra Leone
1456397015743492106,1442565893259599877,United States
1456397015743492106,1445131045595189254,Algeria
1456397015743492106,1152355967901884416,United States
1456397015743492106,1448641266531463174,Singapore
1456397015743492106,3308483750,Russia
1456397015743492106,223379349,United States
1456397015743492106,911860645888368640,Japan
1456397015743492106,1114137923119669248,Ghana
1456397015743492106,3171764295,United States
1456397015743492106,531899098,United States
1456397015743492106,3970323207,United States
1456397015743492106,1223734301331726336,United Kingdom
1456397015743492106,3001202519,Mali
1456397015743492106,753595915173138432,United States
1456397015743492106,314753131,United States
1456397015743492106,148405713,India
1456397015743492106,1344839171488141312,India
1456397015743492106,1443052613776199680,India
1456397015743492106,38105260,Australia
1456397015743492106,1106164699752792066,Nigeria
1456397015743492106,1182258156170293249,Saudi Arabia
1456397015743492106,1205842090321731584,Ghana
1456397015743492106,1456392760563535880,Sierra Leone
1456397015743492106,2897748295,India
1456397015743492106,2856679806,India
1456397015743492106,695375397114896384,Ghana
1456397015743492106,2747349154,India
1456397015743492106,935179246456180737,Belgium
1456397015743492106,392589879,India
1456397015743492106,1150348362048143360,India
1456397015743492106,3343688313,Uganda
1456397015743492106,149300800,Mali
1456397015743492106,4522379901,France
1456397015743492106,359085676,Jordan
1456397015743492106,1417106674679123976,Pakistan
1456397015743492106,196707379,United States
1456397015743492106,1436052783409635335,Pakistan
1456397015743492106,1339814947505639424,India
1456397015743492106,1399191356992593922,Saudi Arabia
1456397015743492106,999731945625006080,India
1456397015743492106,387582927,Japan
1456397015743492106,2819077531,India
1456397015743492106,3293167923,Senegal
1456397015743492106,1294107344247242754,India
1456320508882915334,1442565893259599877,United States
1456320508882915334,1152355967901884416,United States
1456320508882915334,1205842090321731584,Ghana
1456320508882915334,273050406,United Kingdom
1456320508882915334,586187252,United States
1456320508882915334,531899098,United States
1456320508882915334,3970323207,United States
1456320508882915334,130292248,Peru
1456320508882915334,3001202519,Mali
1456320508882915334,35938878,France
1456320508882915334,1356302819947671555,United States
1456320508882915334,148405713,India
1456320508882915334,626830367,United States
1456320508882915334,1450270634773204992,Colombia
1456320508882915334,836543859152805889,India
1456320508882915334,1551773324,United States
1456320508882915334,2310309752,Sri Lanka
1456320508882915334,3298550437,Germany
1456320508882915334,49497706,Philippines
1456320508882915334,1048798936616583168,India
1456320508882915334,1150348362048143360,India
1456320508882915334,1417106674679123976,Pakistan
1456320508882915334,2541197055,United States
1456320508882915334,1396430054956183555,Pakistan
1456320508882915334,387582927,Japan
1456320508882915334,701314473328414720,Philippines
1456320508882915334,1456356909657858048,United States
1456320508882915334,82350646,Portugal
1456320508882915334,1365173407415898113,Indonesia
1456320508882915334,1429159075229667331,Canada
1456320508882915334,695375397114896384,Ghana
1456320508882915334,1140012879535644674,Brazil
1456320508882915334,1258092933934460928,South Africa
1456291410718511112,140040035,Singapore
1456291410718511112,1445131045595189254,Algeria
1456291410718511112,1459007613333504002,India
1456291410718511112,1152355967901884416,United States
1456291410718511112,1261527445297074178,India
1456291410718511112,1458204606677516288,Japan
1456291410718511112,1268406023284576256,India
1456291410718511112,531899098,United States
1456291410718511112,1304829376622714883,United States
1456291410718511112,1249670575389175810,India
1456291410718511112,1205842090321731584,Ghana
1456291410718511112,148405713,India
1456291410718511112,703458187,India
1456291410718511112,3850895115,India
1456291410718511112,1456392760563535880,Sierra Leone
1456291410718511112,3024832008,India
1456291410718511112,3299578305,Bahamas The
1456291410718511112,26758426,United Kingdom
1456291410718511112,1619690988,India
1456291410718511112,759390995582554112,India
1456291410718511112,1422283072846766081,India
1456291410718511112,1448351442721509376,United Kingdom
1456291410718511112,865601604728233984,India
1456291410718511112,1403442180673335297,India
1456291410718511112,720875094038286336,India
1456291410718511112,166702437,United States
1456291410718511112,4815829102,United Kingdom
1456291410718511112,16978071,India
1456291410718511112,1258591888560422912,India
1456291410718511112,96691719,India
1456291410718511112,1038732762,India
1456291410718511112,1258983736554721282,India
1456291410718511112,13821352,India
1456291410718511112,2214977161,India
1456291410718511112,387582927,Japan
1456291410718511112,701314473328414720,Philippines
1456291410718511112,46581514,India
1456036362948202498,1205842090321731584,Ghana
1456036362948202498,1445131045595189254,Algeria
1456036362948202498,1152355967901884416,United States
1456036362948202498,1401305026451050500,United States
1456036362948202498,1450270634773204992,Colombia
1456036362948202498,1456392760563535880,Sierra Leone
1456036362948202498,1456356909657858048,United States
1456036362948202498,695375397114896384,Ghana
1456036362948202498,784367656384106496,United States
1456036362948202498,497092292,Germany
1456036362948202498,1370412669300215814,Indonesia
1456036362948202498,34096609,United States
1456036362948202498,1180331250,United States
1456036362948202498,1371506112709586944,India
1456036362948202498,1938562249,Uganda
1456036362948202498,315703473,United States
1456036362948202498,232579939,Germany
1456036362948202498,1405153560267038721,Japan
1456036362948202498,1456180573949636609,India
1456036362948202498,1455128301350096897,India
1456036362948202498,3814683198,Nigeria
1456036362948202498,1417106674679123976,Pakistan
1456036362948202498,706676594991968256,United States
