,created_at,id,text,truncated,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,is_quote_status,retweet_count,favorite_count,hashtags,user_mentions
166,Mon Sep 06 16:31:19 +0000 2021,1434917136820932608,"Happy Labor Day! I hope you’re all enjoying the long weekend, and I really hope you’re not doing any laboring today.",False,N/A,N/A,N/A,False,145,2939,N/A,N/A
167,Sun Sep 05 07:54:48 +0000 2021,1434424765037486082,"RT @TheEllenFund: Happy World Wildlife Day! In conservation, when you have the local community invested, everyone wins. To help save Grauer…",False,N/A,N/A,N/A,False,52,0,N/A,['TheEllenFund']
168,Sat Sep 04 16:52:30 +0000 2021,1434197689944535041,Happy birthday to the incomparable @Beyonce - I sure do miss you. https://t.co/IS0MFPxWKr,False,N/A,N/A,N/A,False,525,9726,N/A,['Beyonce']
169,Fri Sep 03 19:29:15 +0000 2021,1433874751684964354,Don’t Yuck their Yum. And definitely don’t Yum their Yuck. https://t.co/XvzA0jl4PR,False,N/A,N/A,N/A,False,66,939,N/A,N/A
170,Fri Sep 03 16:35:15 +0000 2021,1433830963092484101,"Now more than ever it’s important to stand behind the women of Afghanistan, Haiti, and around the world. I’m joinin… https://t.co/f6hDnWASsp",True,N/A,N/A,N/A,False,73,694,N/A,N/A
171,Thu Sep 02 19:43:19 +0000 2021,1433515904503975969,RT @OhBubble: We flipping love this. #tbt https://t.co/jROxIDV22w,False,N/A,N/A,N/A,False,56,0,['tbt'],['OhBubble']
172,Thu Sep 02 16:46:09 +0000 2021,1433471318209404929,Happy birthday to my all-time favorite brother @VanceDeGeneres. https://t.co/xd3QXgTeZZ,False,N/A,N/A,N/A,False,105,2920,N/A,['vancedegeneres']
173,Thu Sep 02 03:58:53 +0000 2021,1433278227573710850,"West Coast, it’s your turn to get in on the fun now! Don’t miss #FamilyGameFight on @NBC!",False,N/A,N/A,N/A,False,45,568,['FamilyGameFight'],['nbc']
174,Thu Sep 02 01:59:55 +0000 2021,1433248289344741378,WOW! That was down to the wire. An extremely well deserved prize. #FamilyGameFight,False,N/A,N/A,N/A,False,44,563,['FamilyGameFight'],N/A
175,Thu Sep 02 01:49:41 +0000 2021,1433245716202209283,Well that did not narrow down Hollywood by much… #FamilyGameFight,False,N/A,N/A,N/A,False,34,495,['FamilyGameFight'],N/A
176,Thu Sep 02 01:35:59 +0000 2021,1433242268459094020,They’re ALL airheads?! Good luck @KristenBell. #FamilyGameFight,False,N/A,N/A,N/A,False,31,472,['FamilyGameFight'],['KristenBell']
177,Thu Sep 02 01:26:25 +0000 2021,1433239858735026179,Watching @KristenBell and @DaxShepard play #TasteBuds never gets old. #FamilyGameFight,False,N/A,N/A,N/A,False,31,462,"['TasteBuds', 'FamilyGameFight']","['KristenBell', 'daxshepard']"
178,Thu Sep 02 01:05:39 +0000 2021,1433234633320136705,It’s #FamilyGameFight time Baby! I’ll be cheering Baby on! Let’s go Baby!,False,N/A,N/A,N/A,False,37,636,['FamilyGameFight'],N/A
179,Wed Sep 01 22:01:21 +0000 2021,1433188250940702721,https://t.co/uhK1ofXiuf,False,1.433188147660161e+18,15846407.0,TheEllenShow,False,15,239,N/A,N/A
180,Wed Sep 01 22:00:56 +0000 2021,1433188147660161026,https://t.co/uOjqANylAs,False,1.4331880505829827e+18,15846407.0,TheEllenShow,False,16,263,N/A,N/A
181,Wed Sep 01 22:00:33 +0000 2021,1433188050582982658,https://t.co/5CkAjNGEl5,False,1.433187918193967e+18,15846407.0,TheEllenShow,False,8,102,N/A,N/A
182,Wed Sep 01 22:00:01 +0000 2021,1433187918193967107,Did you guess right? Here are my premiere week guests! It all starts September 13th. #EllensFinalSeason https://t.co/V042wicatD,False,N/A,N/A,N/A,False,95,880,['EllensFinalSeason'],N/A
183,Wed Sep 01 18:28:40 +0000 2021,1433134730430410760,Happy birthday to the iconic @LilyTomlin! https://t.co/83ZY9rnooj,False,N/A,N/A,N/A,False,110,1394,N/A,['LilyTomlin']
184,Wed Sep 01 16:00:36 +0000 2021,1433097465977212928,"September is Childhood Cancer Awareness Month, and I’m honored to kick off #30DaysforStJude today. Join me all mont… https://t.co/gqqxk03Eur",True,N/A,N/A,N/A,False,112,825,['30DaysforStJude'],N/A
185,Wed Sep 01 00:08:20 +0000 2021,1432857821851250688,This premiere week is going to be a good one. Guess the guest! https://t.co/59ZwfdJLAn,False,N/A,N/A,N/A,False,36,624,N/A,N/A
186,Wed Sep 01 00:07:37 +0000 2021,1432857642016264193,Guess the premiere week guest! https://t.co/XeZZ0n2icO,False,N/A,N/A,N/A,False,49,741,N/A,N/A
187,Wed Sep 01 00:05:56 +0000 2021,1432857215765934089,I’m loving seeing everyone’s guesses! Here’s another one - https://t.co/cE532SMfAY,False,N/A,N/A,N/A,False,44,552,N/A,N/A
188,Wed Sep 01 00:01:49 +0000 2021,1432856180867493896,My Season 19 premiere week begins September 13th. Can you guess the premiere week guests? #EllensFinalSeason https://t.co/ht8l9s5x4W,False,N/A,N/A,N/A,False,84,1784,['EllensFinalSeason'],N/A
189,Tue Aug 31 19:11:56 +0000 2021,1432783230432808961,This is a great reminder of the ripple effect a selfless act can have. https://t.co/Qm1Hky9z8a,False,N/A,N/A,N/A,False,145,1541,N/A,N/A
190,Tue Aug 31 00:34:20 +0000 2021,1432501977439621121,Louisiana and the Gulf Coast South needs help in the wake of #HurricaneIda. You can donate to provide immediate rel… https://t.co/j18hc7l0yI,True,N/A,N/A,N/A,False,114,660,['HurricaneIda'],N/A
191,Tue Aug 31 00:20:58 +0000 2021,1432498614429839364,RT @chefjoseandres: Hola from New Orleans!👋 @WCKitchen team is safe after Hurricane #Ida…But no power here &amp; maybe not for days or more! We…,False,N/A,N/A,N/A,False,1394,0,['Ida'],"['chefjoseandres', 'WCKitchen']"
192,Mon Aug 30 22:36:08 +0000 2021,1432472231087534081,Back in my day… @OhBubble https://t.co/CYSY2dQ7bO,False,N/A,N/A,N/A,True,67,939,N/A,['OhBubble']
193,Mon Aug 30 19:49:12 +0000 2021,1432430219005030400,This @TheKidLaroi performance makes me extra excited to have live music back in-studio again. https://t.co/yj2ayEr8IB,False,N/A,N/A,N/A,False,77,853,N/A,['thekidlaroi']
194,Mon Aug 30 18:47:42 +0000 2021,1432414743524876289,"It’s officially that time of year. Thinking of all the parents, the students, and the teachers. Especially this one. https://t.co/GS1X5CBvbN",False,N/A,N/A,N/A,False,144,1726,N/A,N/A
195,Sat Aug 28 23:30:37 +0000 2021,1431761165860814849,Thinking of my hometown today. Please stay safe New Orleans❤️ #HurricaneIda,False,N/A,N/A,N/A,False,208,4115,['HurricaneIda'],N/A
196,Fri Aug 27 20:47:32 +0000 2021,1431357737120657408,I ❤️ my audience. I can’t wait to see you all September 13th. https://t.co/3pXXO2m2Qp,False,N/A,N/A,N/A,False,158,2009,N/A,N/A
197,Fri Aug 27 17:27:53 +0000 2021,1431307494249304066,"Here’s my impression of Mario covering Adele:

Hello. It’sa me.

Thank you.",False,N/A,N/A,N/A,False,757,10065,N/A,N/A
198,Thu Aug 26 23:52:40 +0000 2021,1431041937788706819,Manners are for those who don’t know how to properly enjoy their ice cream. #NationalDogDay https://t.co/MovhdAiOP2,False,N/A,N/A,N/A,False,121,1408,['NationalDogDay'],N/A
199,Thu Aug 26 23:24:13 +0000 2021,1431034781504983044,RT @AshleeAnnNicho1: @TheEllenShow Meet Dewey @TheEllenShow a really smart russel terrier who loves his mom &amp;dad and of course his squeaky…,False,N/A,N/A,N/A,False,18,0,N/A,"['AshleeAnnNicho1', 'TheEllenShow', 'TheEllenShow']"
200,Thu Aug 26 22:43:53 +0000 2021,1431024627891937282,Nothing gets past this guy. #NationalDogDay https://t.co/CsqG1g8q7d,False,N/A,N/A,N/A,False,218,2576,['NationalDogDay'],N/A
201,Thu Aug 26 21:57:09 +0000 2021,1431012868938342403,Now that’s motivating. #NationalDogDay https://t.co/UwSW8bivCZ,False,N/A,N/A,N/A,False,108,1892,['NationalDogDay'],N/A
202,Thu Aug 26 21:19:56 +0000 2021,1431003504567492610,"RT @jakeman517: @TheEllenShow Sylvester, and his partner in crime Carson, say happy #NationalDogDay to you too!! https://t.co/uwbc478eXp",False,N/A,N/A,N/A,False,27,0,['NationalDogDay'],"['jakeman517', 'TheEllenShow']"
203,Thu Aug 26 21:18:17 +0000 2021,1431003088672804865,"In honor of #NationalDogDay, I’ll be tweeting and retweeting adorable dog content all day. You’re welcome.",False,N/A,N/A,N/A,False,103,2063,['NationalDogDay'],N/A
204,Thu Aug 26 20:40:33 +0000 2021,1430993590226989063,"Who doesn’t love a good #ThrowbackThursday? Thanks, @ohbubble! https://t.co/QIVmwvzYhZ",False,N/A,N/A,N/A,True,64,806,['ThrowbackThursday'],['OhBubble']
205,Thu Aug 26 18:59:29 +0000 2021,1430968157041164292,Happy #NationalDogDay from me and mine to you and yours🐾 https://t.co/FpMHEj9VDJ,False,N/A,N/A,N/A,False,225,7047,['NationalDogDay'],N/A
206,Thu Aug 26 02:00:17 +0000 2021,1430711668430962689,What a great episode. I can’t wait to see photos of their trip to Ireland. Goodnight everybody❤️ #FamilyGameFight,False,N/A,N/A,N/A,False,46,864,['FamilyGameFight'],N/A
207,Thu Aug 26 01:49:11 +0000 2021,1430708873095122946,I want a turn playing #NosyNeighbors. Just because the jumping looks so darn fun. #FamilyGameFight,False,N/A,N/A,N/A,False,44,574,"['NosyNeighbors', 'FamilyGameFight']",N/A
208,Thu Aug 26 01:40:30 +0000 2021,1430706687283843076,WOW. I did not think @DaxShepard was going to get that with just one word. Meringue. Genius! #FamilyGameFight,False,N/A,N/A,N/A,False,31,482,['FamilyGameFight'],['daxshepard']
209,Thu Aug 26 01:29:37 +0000 2021,1430703950395699201,#BetweentheSheets is the twist on #TasteBuds I never knew I needed. #FamilyGameFight,False,N/A,N/A,N/A,False,33,518,"['BetweentheSheets', 'TasteBuds', 'FamilyGameFight']",N/A
210,Thu Aug 26 01:02:29 +0000 2021,1430697122865635328,Let’s do this! #FamilyGameFight is live now on @NBC! I’ve been looking forward to this all week. @KristenBell @DaxShepard,False,N/A,N/A,N/A,False,35,457,['FamilyGameFight'],"['nbc', 'KristenBell', 'daxshepard']"
211,Wed Aug 25 20:14:57 +0000 2021,1430624763223756801,"In honor of the #USOpen beginning next week, I give you Andy attempting to play tennis with the pros. https://t.co/HdZQ6qcAIm",False,N/A,N/A,N/A,False,124,1127,['USOpen'],N/A
212,Tue Aug 24 19:40:37 +0000 2021,1430253734446080002,"I know you know I don’t have kids, but that doesn’t mean I don’t find them hilarious. That’s why we created a whole… https://t.co/nmeSK1ywUw",True,N/A,N/A,N/A,False,59,845,N/A,N/A
213,Tue Aug 24 17:51:57 +0000 2021,1430226388179570693,Happy #NationalWaffleDay. Celebrate with the hilarious @TheKalenAllen! https://t.co/u83ccfwhxB,False,N/A,N/A,N/A,False,159,1607,['NationalWaffleDay'],['TheKalenAllen']
214,Mon Aug 23 23:42:12 +0000 2021,1429952143516004352,Want to win 2 VIP tickets to my premiere week?! Go to https://t.co/g9YDC2kdNT to find out how. https://t.co/oPZ75awQFK,False,N/A,N/A,N/A,False,109,1802,N/A,N/A
215,Mon Aug 23 19:41:50 +0000 2021,1429891649925107739,"Today is the first day of #cleartheshelters! If you can, please consider adopting and expanding your family or dona… https://t.co/qOWKsln7gJ",True,N/A,N/A,N/A,False,138,1636,['cleartheshelters'],N/A
216,Mon Aug 23 17:44:31 +0000 2021,1429862127997636620,"If you had any doubts about the vaccine, I hope this FDA approval news encourages you to go get vaccinated.❤",False,N/A,N/A,N/A,False,1551,22880,N/A,N/A
217,Fri Aug 20 19:06:25 +0000 2021,1428795574174699520,Celebrating @DdLovato is one of my favorite things to do. Happy birthday Demi!❤️ https://t.co/Fnsn1ipB8C,False,N/A,N/A,N/A,False,290,2675,N/A,['ddlovato']
218,Thu Aug 19 23:40:22 +0000 2021,1428502127836606474,"We may not have fallen in love and gotten married, but I’d say things turned out pretty well for the both of us. Se… https://t.co/nhL0msVYVA",True,N/A,N/A,N/A,True,115,2233,N/A,N/A
219,Thu Aug 19 21:32:02 +0000 2021,1428469831431450625,OMG! Our first week of shows filled up so quickly! Thank you! If you weren’t able to get tickets the first time aro… https://t.co/FOYpFVfrgg,True,N/A,N/A,N/A,False,57,750,N/A,N/A
220,Thu Aug 19 17:04:41 +0000 2021,1428402552270327809,Augie demands a lot of attention. So do my glutes. https://t.co/Q3lXeGeyyb,False,N/A,N/A,N/A,False,147,2744,N/A,N/A
221,Thu Aug 19 01:59:58 +0000 2021,1428174872161619977,That round of #SpinCycle was incredible. My main conclusion from this episode is that I want to come to game night… https://t.co/Ra2jasF5wF,True,N/A,N/A,N/A,False,43,636,['SpinCycle'],N/A
222,Thu Aug 19 01:11:29 +0000 2021,1428162672298799107,"Wow - how many of you would have gotten that? Wooden floss. Well played, @KristenBell. #FamilyGameFight",False,N/A,N/A,N/A,False,32,592,['FamilyGameFight'],['KristenBell']
223,Thu Aug 19 01:06:56 +0000 2021,1428161526624571392,"I think I might be #TeamDax this episode purely because his family isn’t afraid to eat fruit. Also, very strong beard game. #FamilyGameFight",False,N/A,N/A,N/A,False,45,792,"['TeamDax', 'FamilyGameFight']",N/A
224,Thu Aug 19 01:05:21 +0000 2021,1428161129663143937,"Settling in now for #FamilyGameFight on @NBC! So far, someone is getting paid $500 to eat a banana. But don’t worry, it isn’t weird.",False,N/A,N/A,N/A,False,44,512,['FamilyGameFight'],['nbc']
225,Wed Aug 18 20:04:32 +0000 2021,1428085423113347075,Trying to lose my pooch. https://t.co/NYmxb2ggsZ,False,N/A,N/A,N/A,False,185,5639,N/A,N/A
226,Wed Aug 18 17:54:35 +0000 2021,1428052720326299649,"If you like watching @DaxShepard and @KristenBell play games against each other, then you don’t want to miss a full… https://t.co/FNopqTpdCQ",True,N/A,N/A,N/A,False,85,837,N/A,"['daxshepard', 'KristenBell']"
227,Tue Aug 17 22:15:11 +0000 2021,1427755917458776067,"Do you want to come to my Season 19 Premiere? I’m giving away a pair of VIP tickets, airfare, and a hotel stay, oh… https://t.co/eFRDVEIlkC",True,N/A,N/A,N/A,False,120,1180,N/A,N/A
228,Tue Aug 17 17:36:27 +0000 2021,1427685771226480641,I can see how @JKCorden was a natural choice for #Gucci. https://t.co/2aOf0YzBfH,False,N/A,N/A,N/A,False,76,961,['Gucci'],['JKCorden']
229,Mon Aug 16 20:00:04 +0000 2021,1427359525653270534,"I hope you’re all entering for tickets! If you’ve never been to the show before, make sure to also enter to be in t… https://t.co/lT8paJvl6R",True,N/A,N/A,N/A,False,85,1038,N/A,N/A
230,Mon Aug 16 17:00:07 +0000 2021,1427314239513894925,Tickets for my final season are live! https://t.co/f6qK2Rndz9 https://t.co/z9d3qRCRxc,False,N/A,N/A,N/A,False,91,1184,N/A,N/A
231,Mon Aug 16 15:14:53 +0000 2021,1427287755969622016,"Happy anniversary, Portia. I’m the luckiest girl in the world because I get to share my life with you. https://t.co/jaTzV6smV1",False,N/A,N/A,N/A,False,591,41314,N/A,N/A
232,Sun Aug 15 16:57:01 +0000 2021,1426951070417186819,Reminder: Tomorrow tickets for my farewell season go live on https://t.co/kvPst4AjnX. Monday at 10am PST!,False,N/A,N/A,N/A,False,99,1018,N/A,N/A
233,Fri Aug 13 19:02:38 +0000 2021,1426257907033640962,"@PoggiAlison Hi Alison, sending you a lot of love today.",False,1.4259056896171827e+18,1.1038400364061164e+18,PoggiAlison,False,5,157,N/A,['PoggiAlison']
234,Fri Aug 13 17:00:01 +0000 2021,1426227052378656776,I would really love to see you all in my audience one last time❤. Tickets available on https://t.co/kvPst4AjnX Mond… https://t.co/z49eSKvJ5G,True,N/A,N/A,N/A,False,159,2219,N/A,N/A
235,Thu Aug 12 00:12:49 +0000 2021,1425611194195488770,"Grab your family, grab your pies, and hold onto your wigs, because tonight’s the first full hour of… https://t.co/th8YKX8R4u",True,N/A,N/A,N/A,False,69,809,N/A,N/A
236,Wed Aug 11 19:16:22 +0000 2021,1425536588642017283,"Happy birthday to the most thor-ough salesman, @ChrisHemsworth!❤️ https://t.co/uOWmlXerZ6",False,N/A,N/A,N/A,False,175,1981,N/A,['chrishemsworth']
237,Mon Aug 09 21:45:47 +0000 2021,1424849413395017729,Navy veteran Dion Dawson quit his job to create a non-profit that provides meals for his community. He is the defin… https://t.co/I2tG2X2FO8,True,N/A,N/A,N/A,False,121,1307,N/A,N/A
238,Mon Aug 09 18:40:15 +0000 2021,1424802724189655064,The Farewell Season starts September 13th. https://t.co/IV0TcvsZMo,False,N/A,N/A,N/A,False,261,2361,N/A,N/A
239,Mon Aug 09 01:49:36 +0000 2021,1424548384635899904,Let the games begin! Don’t miss @KristenBell and @DaxShepard on the premiere of @NBC’s #FamilyGameFight TONIGHT at… https://t.co/VE0g1unjFr,True,N/A,N/A,N/A,False,80,1026,['FamilyGameFight'],"['KristenBell', 'daxshepard', 'nbc']"
240,Sun Aug 08 15:32:58 +0000 2021,1424393204380553224,It’s #InternationalCatDay! I never get tired of appreciating cats. https://t.co/wpahBWkAwM,False,N/A,N/A,N/A,False,253,4761,['InternationalCatDay'],N/A
241,Fri Aug 06 17:08:45 +0000 2021,1423692535008940036,I never get tired of watching this 2-year-old Chef try to cook. Probably because I’m not the one helping him. https://t.co/zXqa3Q9Oqd,False,N/A,N/A,N/A,False,105,1431,N/A,N/A
242,Wed Aug 04 20:32:43 +0000 2021,1423019086749995008,Zoom just got a whole lot more fun. https://t.co/tctgoI81GK,False,N/A,N/A,N/A,True,50,683,N/A,N/A
243,Wed Aug 04 16:46:19 +0000 2021,1422962109978013696,Happy birthday to a great friend and an incredible man. @BarackObama https://t.co/hvfbxnJFj5,False,N/A,N/A,N/A,False,493,14362,N/A,['BarackObama']
244,Wed Aug 04 01:49:41 +0000 2021,1422736466195542017,"I don’t mean to brag, but school has been out for me since halfway through my freshman year of college.",False,N/A,N/A,N/A,False,171,4110,N/A,N/A
245,Sat Jul 31 00:26:50 +0000 2021,1421266066051780609,My favorite part of the #Olympics is trying to make up lyrics to other national anthems.,False,N/A,N/A,N/A,False,169,3910,['Olympics'],N/A
246,Fri Jul 30 17:07:40 +0000 2021,1421155545910693889,Happy #InternationalDayofFriendship and Happy birthday to the one and only @LisaKudrow. ❤️ https://t.co/keQ9jZItYr,False,N/A,N/A,N/A,False,203,3952,['InternationalDayofFriendship'],['LisaKudrow']
247,Thu Jul 29 23:02:00 +0000 2021,1420882327484305409,#PrintsforWildlife has two more weeks to go to raise funding for conservation. Over 170 wildlife photographers have… https://t.co/KjoyYMDhwI,True,N/A,N/A,N/A,False,174,1229,['PrintsforWildlife'],N/A
248,Thu Jul 29 17:52:58 +0000 2021,1420804556842143748,"Happy birthday, @iamjeanniek. I love that you’re the first face I see every time I walk into the office. What would… https://t.co/Pa37k9dRQu",True,N/A,N/A,N/A,False,88,2412,N/A,['iamjeanniek']
249,Thu Jul 29 15:02:06 +0000 2021,1420761556241899520,"I'm so excited to share a sneak peek of Little Ellen, a brand new kids show based on 7-year-old me and my friends'… https://t.co/WsHdUTPEvj",True,N/A,N/A,N/A,False,115,1144,N/A,N/A
250,Wed Jul 28 21:16:07 +0000 2021,1420493293767454721,"Thanks for answering all of our #BurningQuestions, @KylieJenner. https://t.co/yPOiDuEeqR",False,N/A,N/A,N/A,False,69,1079,['BurningQuestions'],['KylieJenner']
251,Tue Jul 27 23:31:26 +0000 2021,1420164960726908929,"Wow, someone just told me today is #TakeYourHouseplantsforaWalkDay… this is catching on.",False,1.4044808836088668e+18,15846407.0,TheEllenShow,False,49,812,['TakeYourHouseplantsforaWalkDay'],N/A
252,Tue Jul 27 18:50:27 +0000 2021,1420094248112644096,".@Simone_Biles, you're solid gold in my book.",False,N/A,N/A,N/A,False,783,19822,N/A,['Simone_Biles']
253,Sat Jul 24 19:14:21 +0000 2021,1419013098753515521,It’s #NationalTequilaDay! Which means tomorrow is What’s This Tattoo On My Back? Day!,False,N/A,N/A,N/A,False,205,3613,['NationalTequilaDay'],N/A
254,Sat Jul 24 17:00:40 +0000 2021,1418979455989547008,My friend @TigNotaro just created the first-ever fully animated comedy special and it’s out tonight on @HBO. And OM… https://t.co/hNScNuvH2r,True,N/A,N/A,N/A,False,71,976,N/A,"['TigNotaro', 'HBO']"
255,Sat Jul 24 15:32:59 +0000 2021,1418957391647805440,"Happy birthday, @JLo. Jloveyouverymuch https://t.co/qQy9WaT8M0",False,N/A,N/A,N/A,False,491,16047,N/A,['JLo']
256,Fri Jul 23 23:00:14 +0000 2021,1418707557103726598,If you’re a person who bought a strap for your reading glasses - I see you. If you’re a person who bought a strap a… https://t.co/mtXXC7oVo1,True,N/A,N/A,N/A,False,143,3861,N/A,N/A
257,Thu Jul 22 22:34:56 +0000 2021,1418338801391263748,It’s the last day of my 12 Days in July event! Enter for your chance to win all the gifts from this episode AND a V… https://t.co/bWsPgRY4W9,True,N/A,N/A,N/A,False,81,790,N/A,N/A
258,Thu Jul 22 17:22:44 +0000 2021,1418260232459886597,"Happy birthday, @DavidSpade! I can’t wait to see you on #BachelorInParadise.",False,N/A,N/A,N/A,False,55,1003,['BachelorInParadise'],['DavidSpade']
259,Wed Jul 21 23:42:19 +0000 2021,1417993371591659520,It’s 2021. How do we not have remotes that beep to tell you where they are?,False,N/A,N/A,N/A,False,967,16724,N/A,N/A
260,Wed Jul 21 16:02:58 +0000 2021,1417877773931089921,"Well, this is really cool. Now you can play “Heads Up!” for Zoom! Go play with someone! https://t.co/wdn9IQpqvF https://t.co/2brTAHtNZd",False,N/A,N/A,N/A,False,61,856,N/A,N/A
261,Tue Jul 20 17:24:56 +0000 2021,1417536012436320258,Who else bought a chess set over quarantine because of @anyataylorjoy? #InternationalChessDay https://t.co/2ZwoVIvzrz,False,N/A,N/A,N/A,False,75,1270,['InternationalChessDay'],['anyataylorjoy']
262,Mon Jul 19 19:59:09 +0000 2021,1417212434776051713,"Summer is my favorite season in LA, mostly because when it’s not summer here, it’s basically just summer wearing a nose and glasses.",False,N/A,N/A,N/A,False,83,2268,N/A,N/A
263,Sun Jul 18 19:19:10 +0000 2021,1416839985957908491,Happy birthday to one of my favorite people! I can’t wait for season 6 of #Momsplaining coming this fall. What’s yo… https://t.co/Y5GtgjC0ox,True,N/A,N/A,N/A,False,83,1769,['Momsplaining'],N/A
264,Fri Jul 16 18:30:46 +0000 2021,1416103029518917633,Who doesn’t appreciate a good Guinea Pig. #GuineaPigAppreciationDay https://t.co/kObo7ErjbZ,False,N/A,N/A,N/A,False,94,1459,['GuineaPigAppreciationDay'],N/A
265,Thu Jul 15 18:32:38 +0000 2021,1415741109339181056,Happy #ILoveHorsesDay @portiaderossi https://t.co/i3j2d5tDaF,False,N/A,N/A,N/A,False,117,2888,['ILoveHorsesDay'],['portiaderossi']
266,Wed Jul 14 18:53:26 +0000 2021,1415383957995081729,"I put kale in my smoothies now. I also put kale in my soups. I also stuffed a few of my pillows with kale. Y’all, I grew way too much kale.",False,N/A,N/A,N/A,False,168,6239,N/A,N/A
267,Tue Jul 13 15:45:15 +0000 2021,1414974212700205061,When the cashier accidentally gives you large fries but you paid for a medium. @KenJeong https://t.co/ZBJGGSCv3o,False,N/A,N/A,N/A,False,150,2573,N/A,['kenjeong']
268,Sun Jul 11 17:50:54 +0000 2021,1414281056971214853,"Remember, fish are friends. #SharkWeek starts today! @Discovery @DiscoveryPlus",False,N/A,N/A,N/A,False,143,1789,['SharkWeek'],"['Discovery', 'discoveryplus']"
269,Sun Jul 11 02:41:59 +0000 2021,1414052318174089219,"Happy birthday, @SofiaVergara! I can’t wait to get matching scooters one day. https://t.co/N0K6w1iaaj",False,N/A,N/A,N/A,False,117,2760,N/A,['SofiaVergara']
270,Sat Jul 10 17:47:44 +0000 2021,1413917872254963714,"It’s already #NationalKittenDay again? You’ve got to be Kitten me! Here’s mine, I’d love to see yours. https://t.co/lONRGdSAm5",False,N/A,N/A,N/A,False,279,7318,['NationalKittenDay'],N/A
271,Fri Jul 09 20:02:55 +0000 2021,1413589505165062147,"OG Cheetah Girl, @AdrienneBailon, is loving the #CheetahGirls revival happening on TikTok. https://t.co/8MuNMUVz3O",False,N/A,N/A,N/A,False,69,850,['CheetahGirls'],['AdrienneBailon']
272,Fri Jul 09 17:25:12 +0000 2021,1413549812192927751,"Happy birthday, @TomHanks. You’ve got a friend in me. Just keep swimming. https://t.co/YhhoE3q0Ku",False,N/A,N/A,N/A,False,182,3051,N/A,['tomhanks']
273,Fri Jul 09 01:43:17 +0000 2021,1413312773744852994,#ThursdaySpread https://t.co/frfWuG9ViX,False,N/A,N/A,N/A,False,108,4151,['ThursdaySpread'],N/A
274,Fri Jul 09 00:27:48 +0000 2021,1413293774822850563,.@MoreReginaHall and @Official_Twitch faced off in this game of #5SecondRule. https://t.co/ydPfWGZ7Cp,False,N/A,N/A,N/A,False,61,633,['5SecondRule'],"['MoreReginaHall', 'official_tWitch']"
275,Thu Jul 08 21:26:59 +0000 2021,1413248269988204546,I can’t thank Super Bee Rescue enough. They have several farms all over the area that they bring the bees to. We’ve… https://t.co/OkUTGYNsg7,True,1.413166085629563e+18,15846407.0,TheEllenShow,False,51,995,N/A,N/A
276,Thu Jul 08 19:55:57 +0000 2021,1413225361060499456,Happy Ice Cream Sundae Day! Who scheduled this on a Thursday?!,False,N/A,N/A,N/A,False,96,2151,N/A,N/A
277,Thu Jul 08 17:30:20 +0000 2021,1413188715233439745,.@MoreReginaHall was pleasantly and un-pleasantly surprised by the wildlife in Australia. https://t.co/zVkc0N5zu4,False,N/A,N/A,N/A,False,57,709,N/A,['MoreReginaHall']
278,Thu Jul 08 16:00:24 +0000 2021,1413166085629562884,It’s a Big day at the farm. With a capital B. https://t.co/6GsDAowcuC,False,N/A,N/A,N/A,False,104,2049,N/A,N/A
279,Thu Jul 08 00:57:31 +0000 2021,1412938865674002433,".@Saweetie’s mom was in music videos for DMX and Nelly, so you could say it runs in the family. https://t.co/Xzck4ALxfY",False,N/A,N/A,N/A,False,68,903,N/A,['Saweetie']
280,Wed Jul 07 21:05:06 +0000 2021,1412880378101043203,I hope aliens are real. That’s all.,False,N/A,N/A,N/A,False,925,11965,N/A,N/A
281,Wed Jul 07 20:05:49 +0000 2021,1412865456604475392,Every season I pick an amazing artist to design my #BEKINDbox. This season I chose #artbyalyah to create this piece… https://t.co/FBMRwTzamS,True,N/A,N/A,N/A,False,79,1014,"['BEKINDbox', 'artbyalyah']",N/A
282,Wed Jul 07 17:31:18 +0000 2021,1412826571702898692,#HeadsUp… this got raunchy @RuPaul @LoniLove https://t.co/PJNdhrxYvA,False,N/A,N/A,N/A,False,81,1018,['HeadsUp'],"['RuPaul', 'LoniLove']"
283,Tue Jul 06 22:01:57 +0000 2021,1412532297413271558,.@TichinaArnold and @BethBehrs are best friend goals. https://t.co/JC5PCONgaM,False,N/A,N/A,N/A,False,61,802,N/A,"['TichinaArnold', 'BethBehrs']"
284,Tue Jul 06 18:28:18 +0000 2021,1412478530399600645,Happy birthday @KevinHart4real. I’m so grateful you’re in my life. I hart you.,False,N/A,N/A,N/A,False,111,2774,N/A,['KevinHart4real']
285,Tue Jul 06 16:37:13 +0000 2021,1412450573002186759,.@BobbyBerk refuses to design the #QueerEye cast’s homes. https://t.co/bInJEt9IQe,False,N/A,N/A,N/A,False,46,693,['QueerEye'],['bobbyberk']
286,Mon Jul 05 17:20:36 +0000 2021,1412099105073995779,@LencsikeD @andylassner Happy birthday❤️❤️❤️,False,1.4120483627827364e+18,2824295670.0,LencsikeD,False,1,20,N/A,"['LencsikeD', 'andylassner']"
287,Mon Jul 05 16:28:17 +0000 2021,1412085939665457159,.@JeannieMai’s mom did not hold back with her outfit choice for Jeannie’s wedding. https://t.co/yGsZg3qESI,False,N/A,N/A,N/A,False,70,1317,N/A,['jeanniemai']
